Time [ns],phase_acc
               14392,238312
               14400,428962
               14408, 95325
               14416,285975
               14424,476625
               14432,142987
               14440,333637
               14448,524287
               14456,190650
               14464,381300
               14472, 47662
               14480,238312
               14488,428962
               14496, 95325
               14504,285975
               14512,476625
               14520,142987
               14528,333637
               14536,524287
               14544,190650
               14552,381300
               14560, 47662
               14568,238312
               14576,428962
               14584, 95325
               14592,285975
               14600,476625
               14608,142987
               14616,333637
               14624,524287
               14632,190650
               14640,381300
               14648, 47662
               14656,238312
               14664,428962
               14672, 95325
               14680,285975
               14688,476625
               14696,142987
               14704,333637
               14712,524287
               14720,190650
               14728,381300
               14736, 47662
               14744,238312
               14752,428962
               14760, 95325
               14768,285975
               14776,476625
               14784,142987
               14792,333637
               14800,524287
               14808,190650
               14816,381300
               14824, 47662
               14832,238312
               14840,428962
               14848, 95325
               14856,285975
               14864,476625
               14872,142987
               14880,333637
               14888,524287
               14896,190650
               14904,381300
               14912, 47662
               14920,238312
               14928,428962
               14936, 95325
               14944,285975
               14952,476625
               14960,142987
               14968,333637
               14976,524287
               14984,190650
               14992,381300
               15000, 47662
               15008,238312
               15016,428962
               15024, 95325
               15032,285975
               15040,476625
               15048,142987
               15056,333637
               15064,524287
               15072,190650
               15080,381300
               15088, 47662
               15096,238312
               15104,428962
               15112, 95325
               15120,285975
               15128,476625
               15136,142987
               15144,333637
               15152,524287
               15160,190650
               15168,381300
               15176, 47662
               15184,238312
               15192,428962
               15200, 95325
               15208,285975
               15216,476625
               15224,142987
               15232,333637
               15240,524287
               15248,190650
               15256,381300
               15264, 47662
               15272,238312
               15280,428962
               15288, 95325
               15296,285975
               15304,476625
               15312,142987
               15320,333637
               15328,524287
               15336,190650
               15344,381300
               15352, 47662
               15360,238312
               15368,428962
               15376, 95325
               15384,285975
               15392,476625
               15400,142987
               15408,333637
               15416,524287
               15424,190650
               15432,381300
               15440, 47662
               15448,238312
               15456,428962
               15464, 95325
               15472,285975
               15480,476625
               15488,142987
               15496,333637
               15504,524287
               15512,190650
               15520,381300
               15528, 47662
               15536,238312
               15544,428962
               15552, 95325
               15560,285975
               15568,476625
               15576,142987
               15584,333637
               15592,524287
               15600,190650
               15608,381300
               15616, 47662
               15624,238312
               15632,428962
               15640, 95325
               15648,285975
               15656,476625
               15664,142987
               15672,333637
               15680,524287
               15688,190650
               15696,381300
               15704, 47662
               15712,238312
               15720,428962
               15728, 95325
               15736,285975
               15744,476625
               15752,142987
               15760,333637
               15768,524287
               15776,190650
               15784,381300
               15792, 47662
               15800,238312
               15808,428962
               15816, 95325
               15824,285975
               15832,476625
               15840,142987
               15848,333637
               15856,524287
               15864,190650
               15872,381300
               15880, 47662
               15888,238312
               15896,428962
               15904, 95325
               15912,285975
               15920,476625
               15928,142987
               15936,333637
               15944,524287
               15952,190650
               15960,381300
               15968, 47662
               15976,238312
               15984,428962
               15992, 95325
               16000,285975
               16008,476625
               16016,142987
               16024,333637
               16032,524287
               16040,190650
               16048,381300
               16056, 47662
               16064,238312
               16072,428962
               16080, 95325
               16088,285975
               16096,476625
               16104,142987
               16112,333637
               16120,524287
               16128,190650
               16136,381300
               16144, 47662
               16152,238312
               16160,428962
               16168, 95325
               16176,285975
               16184,476625
               16192,142987
               16200,333637
               16208,524287
               16216,190650
               16224,381300
               16232, 47662
               16240,238312
               16248,428962
               16256, 95325
               16264,285975
               16272,476625
               16280,142987
               16288,333637
               16296,524287
               16304,190650
               16312,381300
               16320, 47662
               16328,238312
               16336,428962
               16344, 95325
               16352,285975
               16360,476625
               16368,142987
               16376,333637
               16384,524287
               16392,190650
               16400,381300
               16408, 47662
               16416,238312
               16424,428962
               16432, 95325
               16440,285975
               16448,476625
               16456,142987
               16464,333637
               16472,524287
               16480,190650
               16488,381300
               16496, 47662
               16504,238312
               16512,428962
               16520, 95325
               16528,285975
               16536,476625
               16544,142987
               16552,333637
               16560,524287
               16568,190650
               16576,381300
               16584, 47662
               16592,238312
               16600,428962
               16608, 95325
               16616,285975
               16624,476625
               16632,142987
               16640,333637
               16648,524287
               16656,190650
               16664,381300
               16672, 47662
               16680,238312
               16688,428962
               16696, 95325
               16704,285975
               16712,476625
               16720,142987
               16728,333637
               16736,524287
               16744,190650
               16752,381300
               16760, 47662
               16768,238312
               16776,428962
               16784, 95325
               16792,285975
               16800,476625
               16808,142987
               16816,333637
               16824,524287
               16832,190650
               16840,381300
               16848, 47662
               16856,238312
               16864,428962
               16872, 95325
               16880,285975
               16888,476625
               16896,142987
               16904,333637
               16912,524287
               16920,190650
               16928,381300
               16936, 47662
               16944,238312
               16952,428962
               16960, 95325
               16968,285975
               16976,476625
               16984,142987
               16992,333637
               17000,524287
               17008,190650
               17016,381300
               17024, 47662
               17032,238312
               17040,428962
               17048, 95325
               17056,285975
               17064,476625
               17072,142987
               17080,333637
               17088,524287
               17096,190650
               17104,381300
               17112, 47662
               17120,238312
               17128,428962
               17136, 95325
               17144,285975
               17152,476625
               17160,142987
               17168,333637
               17176,524287
               17184,190650
               17192,381300
               17200, 47662
               17208,238312
               17216,428962
               17224, 95325
               17232,285975
               17240,476625
               17248,142987
               17256,333637
               17264,524287
               17272,190650
               17280,381300
               17288, 47662
               17296,238312
               17304,428962
               17312, 95325
               17320,285975
               17328,476625
               17336,142987
               17344,333637
               17352,524287
               17360,190650
               17368,381300
               17376, 47662
               17384,238312
               17392,428962
               17400, 95325
               17408,285975
               17416,476625
               17424,142987
               17432,333637
               17440,524287
               17448,190650
               17456,381300
               17464, 47662
               17472,238312
               17480,428962
               17488, 95325
               17496,285975
               17504,476625
               17512,142987
               17520,333637
               17528,524287
               17536,190650
               17544,381300
               17552, 47662
               17560,238312
               17568,428962
               17576, 95325
               17584,285975
               17592,476625
               17600,142987
               17608,333637
               17616,524287
               17624,190650
               17632,381300
               17640, 47662
               17648,238312
               17656,428962
               17664, 95325
               17672,285975
               17680,476625
               17688,142987
               17696,333637
               17704,524287
               17712,190650
               17720,381300
               17728, 47662
               17736,238312
               17744,428962
               17752, 95325
               17760,285975
               17768,476625
               17776,142987
               17784,333637
               17792,524287
               17800,190650
               17808,381300
               17816, 47662
               17824,238312
               17832,428962
               17840, 95325
               17848,285975
               17856,476625
               17864,142987
               17872,333637
               17880,524287
               17888,190650
               17896,381300
               17904, 47662
               17912,238312
               17920,428962
               17928, 95325
               17936,285975
               17944,476625
               17952,142987
               17960,333637
               17968,524287
               17976,190650
               17984,381300
               17992, 47662
               18000,238312
               18008,428962
               18016, 95325
               18024,285975
               18032,476625
               18040,142987
               18048,333637
               18056,524287
               18064,190650
               18072,381300
               18080, 47662
               18088,238312
               18096,428962
               18104, 95325
               18112,285975
               18120,476625
               18128,142987
               18136,333637
               18144,524287
               18152,190650
               18160,381300
               18168, 47662
               18176,238312
               18184,428962
               18192, 95325
               18200,285975
               18208,476625
               18216,142987
               18224,333637
               18232,524287
               18240,190650
               18248,381300
               18256, 47662
               18264,238312
               18272,428962
               18280, 95325
               18288,285975
               18296,476625
               18304,142987
               18312,333637
               18320,524287
               18328,190650
               18336,381300
               18344, 47662
               18352,238312
               18360,428962
               18368, 95325
               18376,285975
               18384,476625
               18392,142987
               18400,333637
               18408,524287
               18416,190650
               18424,381300
               18432, 47662
               18440,238312
               18448,428962
               18456, 95325
               18464,285975
               18472,476625
               18480,142987
               18488,333637
               18496,524287
               18504,190650
               18512,381300
               18520, 47662
               18528,238312
               18536,428962
               18544, 95325
               18552,285975
               18560,476625
               18568,142987
               18576,333637
               18584,524287
               18592,190650
               18600,381300
               18608, 47662
               18616,238312
               18624,428962
               18632, 95325
               18640,285975
               18648,476625
               18656,142987
               18664,333637
               18672,524287
               18680,190650
               18688,381300
               18696, 47662
               18704,238312
               18712,428962
               18720, 95325
               18728,285975
               18736,476625
               18744,142987
               18752,333637
               18760,524287
               18768,190650
               18776,381300
               18784, 47662
               18792,238312
               18800,428962
               18808, 95325
               18816,285975
               18824,476625
               18832,142987
               18840,333637
               18848,524287
               18856,190650
               18864,381300
               18872, 47662
               18880,238312
               18888,428962
               18896, 95325
               18904,285975
               18912,476625
               18920,142987
               18928,333637
               18936,524287
               18944,190650
               18952,381300
               18960, 47662
               18968,238312
               18976,428962
               18984, 95325
               18992,285975
               19000,476625
               19008,142987
               19016,333637
               19024,524287
               19032,190650
               19040,381300
               19048, 47662
               19056,238312
               19064,428962
               19072, 95325
               19080,285975
               19088,476625
               19096,142987
               19104,333637
               19112,524287
               19120,190650
               19128,381300
               19136, 47662
               19144,238312
               19152,428962
               19160, 95325
               19168,285975
               19176,476625
               19184,142987
               19192,333637
               19200,524287
               19208,190650
               19216,381300
               19224, 47662
               19232,238312
               19240,428962
               19248, 95325
               19256,285975
               19264,476625
               19272,142987
               19280,333637
               19288,524287
               19296,190650
               19304,381300
               19312, 47662
               19320,238312
               19328,428962
               19336, 95325
               19344,285975
               19352,476625
               19360,142987
               19368,333637
               19376,524287
               19384,190650
               19392,381300
               19400, 47662
               19408,238312
               19416,428962
               19424, 95325
               19432,285975
               19440,476625
               19448,142987
               19456,333637
               19464,524287
               19472,190650
               19480,381300
               19488, 47662
               19496,238312
               19504,428962
               19512, 95325
               19520,285975
               19528,476625
               19536,142987
               19544,333637
               19552,524287
               19560,190650
               19568,381300
               19576, 47662
               19584,238312
               19592,428962
               19600, 95325
               19608,285975
               19616,476625
               19624,142987
               19632,333637
               19640,524287
               19648,190650
               19656,381300
               19664, 47662
               19672,238312
               19680,428962
               19688, 95325
               19696,285975
               19704,476625
               19712,142987
               19720,333637
               19728,524287
               19736,190650
               19744,381300
               19752, 47662
               19760,238312
               19768,428962
               19776, 95325
               19784,285975
               19792,476625
               19800,142987
               19808,333637
               19816,524287
               19824,190650
               19832,381300
               19840, 47662
               19848,238312
               19856,428962
               19864, 95325
               19872,285975
               19880,476625
               19888,142987
               19896,333637
               19904,524287
               19912,190650
               19920,381300
               19928, 47662
               19936,238312
               19944,428962
               19952, 95325
               19960,285975
               19968,476625
               19976,142987
               19984,333637
               19992,524287
               20000,190650
               20008,381300
               20016, 47662
               20024,238312
               20032,428962
               20040, 95325
               20048,285975
               20056,476625
               20064,142987
               20072,333637
               20080,524287
               20088,190650
               20096,381300
               20104, 47662
               20112,238312
               20120,428962
               20128, 95325
               20136,285975
               20144,476625
               20152,142987
               20160,333637
               20168,524287
               20176,190650
               20184,381300
               20192, 47662
               20200,238312
               20208,428962
               20216, 95325
               20224,285975
               20232,476625
               20240,142987
               20248,333637
               20256,524287
               20264,190650
               20272,381300
               20280, 47662
               20288,238312
               20296,428962
               20304, 95325
               20312,285975
               20320,476625
               20328,142987
               20336,333637
               20344,524287
               20352,190650
               20360,381300
               20368, 47662
               20376,238312
               20384,428962
               20392, 95325
               20400,285975
               20408,476625
               20416,142987
               20424,333637
               20432,524287
               20440,190650
               20448,381300
               20456, 47662
               20464,238312
               20472,428962
               20480, 95325
               20488,285975
               20496,476625
               20504,142987
               20512,333637
               20520,524287
               20528,190650
               20536,381300
               20544, 47662
               20552,238312
               20560,428962
               20568, 95325
               20576,285975
               20584,476625
               20592,142987
               20600,333637
               20608,524287
               20616,190650
               20624,381300
               20632, 47662
               20640,238312
               20648,428962
               20656, 95325
               20664,285975
               20672,476625
               20680,142987
               20688,333637
               20696,524287
               20704,190650
               20712,381300
               20720, 47662
               20728,238312
               20736,428962
               20744, 95325
               20752,285975
               20760,476625
               20768,142987
               20776,333637
               20784,524287
               20792,190650
               20800,381300
               20808, 47662
               20816,238312
               20824,428962
               20832, 95325
               20840,285975
               20848,476625
               20856,142987
               20864,333637
               20872,524287
               20880,190650
               20888,381300
               20896, 47662
               20904,238312
               20912,428962
               20920, 95325
               20928,285975
               20936,476625
               20944,142987
               20952,333637
               20960,524287
               20968,190650
               20976,381300
               20984, 47662
               20992,238312
               21000,428962
               21008, 95325
               21016,285975
               21024,476625
               21032,142987
               21040,333637
               21048,524287
               21056,190650
               21064,381300
               21072, 47662
               21080,238312
               21088,428962
               21096, 95325
               21104,285975
               21112,476625
               21120,142987
               21128,333637
               21136,524287
               21144,190650
               21152,381300
               21160, 47662
               21168,238312
               21176,428962
               21184, 95325
               21192,285975
               21200,476625
               21208,142987
               21216,333637
               21224,524287
               21232,190650
               21240,381300
               21248, 47662
               21256,238312
               21264,428962
               21272, 95325
               21280,285975
               21288,476625
               21296,142987
               21304,333637
               21312,524287
               21320,190650
               21328,381300
               21336, 47662
               21344,238312
               21352,428962
               21360, 95325
               21368,285975
               21376,476625
               21384,142987
               21392,333637
               21400,524287
               21408,190650
               21416,381300
               21424, 47662
               21432,238312
               21440,428962
               21448, 95325
               21456,285975
               21464,476625
               21472,142987
               21480,333637
               21488,524287
               21496,190650
               21504,381300
               21512, 47662
               21520,238312
               21528,428962
               21536, 95325
               21544,285975
               21552,476625
               21560,142987
               21568,333637
               21576,524287
               21584,190650
               21592,381300
               21600, 47662
               21608,238312
               21616,428962
               21624, 95325
               21632,285975
               21640,476625
               21648,142987
               21656,333637
               21664,524287
               21672,190650
               21680,381300
               21688, 47662
               21696,238312
               21704,428962
               21712, 95325
               21720,285975
               21728,476625
               21736,142987
               21744,333637
               21752,524287
               21760,190650
               21768,381300
               21776, 47662
               21784,238312
               21792,428962
               21800, 95325
               21808,285975
               21816,476625
               21824,142987
               21832,333637
               21840,524287
               21848,190650
               21856,381300
               21864, 47662
               21872,238312
               21880,428962
               21888, 95325
               21896,285975
               21904,476625
               21912,142987
               21920,333637
               21928,524287
               21936,190650
               21944,381300
               21952, 47662
               21960,238312
               21968,428962
               21976, 95325
               21984,285975
               21992,476625
               22000,142987
               22008,333637
               22016,524287
               22024,190650
               22032,381300
               22040, 47662
               22048,238312
               22056,428962
               22064, 95325
               22072,285975
               22080,476625
               22088,142987
               22096,333637
               22104,524287
               22112,190650
               22120,381300
               22128, 47662
               22136,238312
               22144,428962
               22152, 95325
               22160,285975
               22168,476625
               22176,142987
               22184,333637
               22192,524287
               22200,190650
               22208,381300
               22216, 47662
               22224,238312
               22232,428962
               22240, 95325
               22248,285975
               22256,476625
               22264,142987
               22272,333637
               22280,524287
               22288,190650
               22296,381300
               22304, 47662
               22312,238312
               22320,428962
               22328, 95325
               22336,285975
               22344,476625
               22352,142987
               22360,333637
               22368,524287
               22376,190650
               22384,381300
               22392, 47662
               22400,238312
               22408,428962
               22416, 95325
               22424,285975
               22432,476625
               22440,142987
               22448,333637
               22456,524287
               22464,190650
               22472,381300
               22480, 47662
               22488,238312
               22496,428962
               22504, 95325
               22512,285975
               22520,476625
               22528,142987
               22536,333637
               22544,524287
               22552,190650
               22560,381300
               22568, 47662
               22576,238312
               22584,428962
               22592, 95325
               22600,285975
               22608,476625
               22616,142987
               22624,333637
               22632,524287
               22640,190650
               22648,381300
               22656, 47662
               22664,238312
               22672,428962
               22680, 95325
               22688,285975
               22696,476625
               22704,142987
               22712,333637
               22720,524287
               22728,190650
               22736,381300
               22744, 47662
               22752,238312
               22760,428962
               22768, 95325
               22776,285975
               22784,476625
               22792,142987
               22800,333637
               22808,524287
               22816,190650
               22824,381300
               22832, 47662
               22840,238312
               22848,428962
               22856, 95325
               22864,285975
               22872,476625
               22880,142987
               22888,333637
               22896,524287
               22904,190650
               22912,381300
               22920, 47662
               22928,238312
               22936,428962
               22944, 95325
               22952,285975
               22960,476625
               22968,142987
               22976,333637
               22984,524287
               22992,190650
               23000,381300
               23008, 47662
               23016,238312
               23024,428962
               23032, 95325
               23040,285975
               23048,476625
               23056,142987
               23064,333637
               23072,524287
               23080,190650
               23088,381300
               23096, 47662
               23104,238312
               23112,428962
               23120, 95325
               23128,285975
               23136,476625
               23144,142987
               23152,333637
               23160,524287
               23168,190650
               23176,381300
               23184, 47662
               23192,238312
               23200,428962
               23208, 95325
               23216,285975
               23224,476625
               23232,142987
               23240,333637
               23248,524287
               23256,190650
               23264,381300
               23272, 47662
               23280,238312
               23288,428962
               23296, 95325
               23304,285975
               23312,476625
               23320,142987
               23328,333637
               23336,524287
               23344,190650
               23352,381300
               23360, 47662
               23368,238312
               23376,428962
               23384, 95325
               23392,285975
               23400,476625
               23408,142987
               23416,333637
               23424,524287
               23432,190650
               23440,381300
               23448, 47662
               23456,238312
               23464,428962
               23472, 95325
               23480,285975
               23488,476625
               23496,142987
               23504,333637
               23512,524287
               23520,190650
               23528,381300
               23536, 47662
               23544,238312
               23552,428962
               23560, 95325
               23568,285975
               23576,476625
               23584,142987
               23592,333637
               23600,524287
               23608,190650
               23616,381300
               23624, 47662
               23632,238312
               23640,428962
               23648, 95325
               23656,285975
               23664,476625
               23672,142987
               23680,333637
               23688,524287
               23696,190650
               23704,381300
               23712, 47662
               23720,238312
               23728,428962
               23736, 95325
               23744,285975
               23752,476625
               23760,142987
               23768,333637
               23776,524287
               23784,190650
               23792,381300
               23800, 47662
               23808,238312
               23816,428962
               23824, 95325
               23832,285975
               23840,476625
               23848,142987
               23856,333637
               23864,524287
               23872,190650
               23880,381300
               23888, 47662
               23896,238312
               23904,428962
               23912, 95325
               23920,285975
               23928,476625
               23936,142987
               23944,333637
               23952,524287
               23960,190650
               23968,381300
               23976, 47662
               23984,238312
               23992,428962
               24000, 95325
               24008,285975
               24016,476625
               24024,142987
               24032,333637
               24040,524287
               24048,190650
               24056,381300
               24064, 47662
               24072,238312
               24080,428962
               24088, 95325
               24096,285975
               24104,476625
               24112,142987
               24120,333637
               24128,524287
               24136,190650
               24144,381300
               24152, 47662
               24160,238312
               24168,428962
               24176, 95325
               24184,285975
               24192,476625
               24200,142987
               24208,333637
               24216,524287
               24224,190650
               24232,381300
               24240, 47662
               24248,238312
               24256,428962
               24264, 95325
               24272,285975
               24280,476625
               24288,142987
               24296,333637
               24304,524287
               24312,190650
               24320,381300
               24328, 47662
               24336,238312
               24344,428962
               24352, 95325
               24360,285975
               24368,476625
               24376,142987
               24384,333637
               24392,524287
               24400,190650
               24408,381300
               24416, 47662
               24424,238312
               24432,428962
               24440, 95325
               24448,285975
               24456,476625
               24464,142987
               24472,333637
               24480,524287
               24488,190650
               24496,381300
               24504, 47662
               24512,238312
               24520,428962
               24528, 95325
               24536,285975
               24544,476625
               24552,142987
               24560,333637
               24568,524287
               24576,190650
               24584,381300
               24592, 47662
               24600,238312
               24608,428962
               24616, 95325
               24624,285975
               24632,476625
               24640,142987
               24648,333637
               24656,524287
               24664,190650
               24672,381300
               24680, 47662
               24688,238312
               24696,428962
               24704, 95325
               24712,285975
               24720,476625
               24728,142987
               24736,333637
               24744,524287
               24752,190650
               24760,381300
               24768, 47662
               24776,238312
               24784,428962
               24792, 95325
               24800,285975
               24808,476625
               24816,142987
               24824,333637
               24832,524287
               24840,190650
               24848,381300
               24856, 47662
               24864,238312
               24872,428962
               24880, 95325
               24888,285975
               24896,476625
               24904,142987
               24912,333637
               24920,524287
               24928,190650
               24936,381300
               24944, 47662
               24952,238312
               24960,428962
               24968, 95325
               24976,285975
               24984,476625
               24992,142987
               25000,333637
               25008,524287
               25016,190650
               25024,381300
               25032, 47662
               25040,238312
               25048,428962
               25056, 95325
               25064,285975
               25072,476625
               25080,142987
               25088,333637
               25096,524287
               25104,190650
               25112,381300
               25120, 47662
               25128,238312
               25136,428962
               25144, 95325
               25152,285975
               25160,476625
               25168,142987
               25176,333637
               25184,524287
               25192,190650
               25200,381300
               25208, 47662
               25216,238312
               25224,428962
               25232, 95325
               25240,285975
               25248,476625
               25256,142987
               25264,333637
               25272,524287
               25280,190650
               25288,381300
               25296, 47662
               25304,238312
               25312,428962
               25320, 95325
               25328,285975
               25336,476625
               25344,142987
               25352,333637
               25360,524287
               25368,190650
               25376,381300
               25384, 47662
               25392,238312
               25400,428962
               25408, 95325
               25416,285975
               25424,476625
               25432,142987
               25440,333637
               25448,524287
               25456,190650
               25464,381300
               25472, 47662
               25480,238312
               25488,428962
               25496, 95325
               25504,285975
               25512,476625
               25520,142987
               25528,333637
               25536,524287
               25544,190650
               25552,381300
               25560, 47662
               25568,238312
               25576,428962
               25584, 95325
               25592,285975
               25600,476625
               25608,142987
               25616,333637
               25624,524287
               25632,190650
               25640,381300
               25648, 47662
               25656,238312
               25664,428962
               25672, 95325
               25680,285975
               25688,476625
               25696,142987
               25704,333637
               25712,524287
               25720,190650
               25728,381300
               25736, 47662
               25744,238312
               25752,428962
               25760, 95325
               25768,285975
               25776,476625
               25784,142987
               25792,333637
               25800,524287
               25808,190650
               25816,381300
               25824, 47662
               25832,238312
               25840,428962
               25848, 95325
               25856,285975
               25864,476625
               25872,142987
               25880,333637
               25888,524287
               25896,190650
               25904,381300
               25912, 47662
               25920,238312
               25928,428962
               25936, 95325
               25944,285975
               25952,476625
               25960,142987
               25968,333637
               25976,524287
               25984,190650
               25992,381300
               26000, 47662
               26008,238312
               26016,428962
               26024, 95325
               26032,285975
               26040,476625
               26048,142987
               26056,333637
               26064,524287
               26072,190650
               26080,381300
               26088, 47662
               26096,238312
               26104,428962
               26112, 95325
               26120,285975
               26128,476625
               26136,142987
               26144,333637
               26152,524287
               26160,190650
               26168,381300
               26176, 47662
               26184,238312
               26192,428962
               26200, 95325
               26208,285975
               26216,476625
               26224,142987
               26232,333637
               26240,524287
               26248,190650
               26256,381300
               26264, 47662
               26272,238312
               26280,428962
               26288, 95325
               26296,285975
               26304,476625
               26312,142987
               26320,333637
               26328,524287
               26336,190650
               26344,381300
               26352, 47662
               26360,238312
               26368,428962
               26376, 95325
               26384,285975
               26392,476625
               26400,142987
               26408,333637
               26416,524287
               26424,190650
               26432,381300
               26440, 47662
               26448,238312
               26456,428962
               26464, 95325
               26472,285975
               26480,476625
               26488,142987
               26496,333637
               26504,524287
               26512,190650
               26520,381300
               26528, 47662
               26536,238312
               26544,428962
               26552, 95325
               26560,285975
               26568,476625
               26576,142987
               26584,333637
               26592,524287
               26600,190650
               26608,381300
               26616, 47662
               26624,238312
               26632,428962
               26640, 95325
               26648,285975
               26656,476625
               26664,142987
               26672,333637
               26680,524287
               26688,190650
               26696,381300
               26704, 47662
               26712,238312
               26720,428962
               26728, 95325
               26736,285975
               26744,476625
               26752,142987
               26760,333637
               26768,524287
               26776,190650
               26784,381300
               26792, 47662
               26800,238312
               26808,428962
               26816, 95325
               26824,285975
               26832,476625
               26840,142987
               26848,333637
               26856,524287
               26864,190650
               26872,381300
               26880, 47662
               26888,238312
               26896,428962
               26904, 95325
               26912,285975
               26920,476625
               26928,142987
               26936,333637
               26944,524287
               26952,190650
               26960,381300
               26968, 47662
               26976,238312
               26984,428962
               26992, 95325
               27000,285975
               27008,476625
               27016,142987
               27024,333637
               27032,524287
               27040,190650
               27048,381300
               27056, 47662
               27064,238312
               27072,428962
               27080, 95325
               27088,285975
               27096,476625
               27104,142987
               27112,333637
               27120,524287
               27128,190650
               27136,381300
               27144, 47662
               27152,238312
               27160,428962
               27168, 95325
               27176,285975
               27184,476625
               27192,142987
               27200,333637
               27208,524287
               27216,190650
               27224,381300
               27232, 47662
               27240,238312
               27248,428962
