Time [ns],phase_acc
               17528,364722
               17536,455902
               17544, 22795
               17552,113975
               17560,205156
               17568,296336
               17576,387517
               17584,478697
               17592, 45590
               17600,136770
               17608,227951
               17616,319131
               17624,410312
               17632,501492
               17640, 68385
               17648,159565
               17656,250746
               17664,341926
               17672,433107
               17680,524287
               17688, 91180
               17696,182361
               17704,273541
               17712,364722
               17720,455902
               17728, 22795
               17736,113975
               17744,205156
               17752,296336
               17760,387517
               17768,478697
               17776, 45590
               17784,136770
               17792,227951
               17800,319131
               17808,410312
               17816,501492
               17824, 68385
               17832,159565
               17840,250746
               17848,341926
               17856,433107
               17864,524287
               17872, 91180
               17880,182361
               17888,273541
               17896,364722
               17904,455902
               17912, 22795
               17920,113975
               17928,205156
               17936,296336
               17944,387517
               17952,478697
               17960, 45590
               17968,136770
               17976,227951
               17984,319131
               17992,410312
               18000,501492
               18008, 68385
               18016,159565
               18024,250746
               18032,341926
               18040,433107
               18048,524287
               18056, 91180
               18064,182361
               18072,273541
               18080,364722
               18088,455902
               18096, 22795
               18104,113975
               18112,205156
               18120,296336
               18128,387517
               18136,478697
               18144, 45590
               18152,136770
               18160,227951
               18168,319131
               18176,410312
               18184,501492
               18192, 68385
               18200,159565
               18208,250746
               18216,341926
               18224,433107
               18232,524287
               18240, 91180
               18248,182361
               18256,273541
               18264,364722
               18272,455902
               18280, 22795
               18288,113975
               18296,205156
               18304,296336
               18312,387517
               18320,478697
               18328, 45590
               18336,136770
               18344,227951
               18352,319131
               18360,410312
               18368,501492
               18376, 68385
               18384,159565
               18392,250746
               18400,341926
               18408,433107
               18416,524287
               18424, 91180
               18432,182361
               18440,273541
               18448,364722
               18456,455902
               18464, 22795
               18472,113975
               18480,205156
               18488,296336
               18496,387517
               18504,478697
               18512, 45590
               18520,136770
               18528,227951
               18536,319131
               18544,410312
               18552,501492
               18560, 68385
               18568,159565
               18576,250746
               18584,341926
               18592,433107
               18600,524287
               18608, 91180
               18616,182361
               18624,273541
               18632,364722
               18640,455902
               18648, 22795
               18656,113975
               18664,205156
               18672,296336
               18680,387517
               18688,478697
               18696, 45590
               18704,136770
               18712,227951
               18720,319131
               18728,410312
               18736,501492
               18744, 68385
               18752,159565
               18760,250746
               18768,341926
               18776,433107
               18784,524287
               18792, 91180
               18800,182361
               18808,273541
               18816,364722
               18824,455902
               18832, 22795
               18840,113975
               18848,205156
               18856,296336
               18864,387517
               18872,478697
               18880, 45590
               18888,136770
               18896,227951
               18904,319131
               18912,410312
               18920,501492
               18928, 68385
               18936,159565
               18944,250746
               18952,341926
               18960,433107
               18968,524287
               18976, 91180
               18984,182361
               18992,273541
               19000,364722
               19008,455902
               19016, 22795
               19024,113975
               19032,205156
               19040,296336
               19048,387517
               19056,478697
               19064, 45590
               19072,136770
               19080,227951
               19088,319131
               19096,410312
               19104,501492
               19112, 68385
               19120,159565
               19128,250746
               19136,341926
               19144,433107
               19152,524287
               19160, 91180
               19168,182361
               19176,273541
               19184,364722
               19192,455902
               19200, 22795
               19208,113975
               19216,205156
               19224,296336
               19232,387517
               19240,478697
               19248, 45590
               19256,136770
               19264,227951
               19272,319131
               19280,410312
               19288,501492
               19296, 68385
               19304,159565
               19312,250746
               19320,341926
               19328,433107
               19336,524287
               19344, 91180
               19352,182361
               19360,273541
               19368,364722
               19376,455902
               19384, 22795
               19392,113975
               19400,205156
               19408,296336
               19416,387517
               19424,478697
               19432, 45590
               19440,136770
               19448,227951
               19456,319131
               19464,410312
               19472,501492
               19480, 68385
               19488,159565
               19496,250746
               19504,341926
               19512,433107
               19520,524287
               19528, 91180
               19536,182361
               19544,273541
               19552,364722
               19560,455902
               19568, 22795
               19576,113975
               19584,205156
               19592,296336
               19600,387517
               19608,478697
               19616, 45590
               19624,136770
               19632,227951
               19640,319131
               19648,410312
               19656,501492
               19664, 68385
               19672,159565
               19680,250746
               19688,341926
               19696,433107
               19704,524287
               19712, 91180
               19720,182361
               19728,273541
               19736,364722
               19744,455902
               19752, 22795
               19760,113975
               19768,205156
               19776,296336
               19784,387517
               19792,478697
               19800, 45590
               19808,136770
               19816,227951
               19824,319131
               19832,410312
               19840,501492
               19848, 68385
               19856,159565
               19864,250746
               19872,341926
               19880,433107
               19888,524287
               19896, 91180
               19904,182361
               19912,273541
               19920,364722
               19928,455902
               19936, 22795
               19944,113975
               19952,205156
               19960,296336
               19968,387517
               19976,478697
               19984, 45590
               19992,136770
               20000,227951
               20008,319131
               20016,410312
               20024,501492
               20032, 68385
               20040,159565
               20048,250746
               20056,341926
               20064,433107
               20072,524287
               20080, 91180
               20088,182361
               20096,273541
               20104,364722
               20112,455902
               20120, 22795
               20128,113975
               20136,205156
               20144,296336
               20152,387517
               20160,478697
               20168, 45590
               20176,136770
               20184,227951
               20192,319131
               20200,410312
               20208,501492
               20216, 68385
               20224,159565
               20232,250746
               20240,341926
               20248,433107
               20256,524287
               20264, 91180
               20272,182361
               20280,273541
               20288,364722
               20296,455902
               20304, 22795
               20312,113975
               20320,205156
               20328,296336
               20336,387517
               20344,478697
               20352, 45590
               20360,136770
               20368,227951
               20376,319131
               20384,410312
               20392,501492
               20400, 68385
               20408,159565
               20416,250746
               20424,341926
               20432,433107
               20440,524287
               20448, 91180
               20456,182361
               20464,273541
               20472,364722
               20480,455902
               20488, 22795
               20496,113975
               20504,205156
               20512,296336
               20520,387517
               20528,478697
               20536, 45590
               20544,136770
               20552,227951
               20560,319131
               20568,410312
               20576,501492
               20584, 68385
               20592,159565
               20600,250746
               20608,341926
               20616,433107
               20624,524287
               20632, 91180
               20640,182361
               20648,273541
               20656,364722
               20664,455902
               20672, 22795
               20680,113975
               20688,205156
               20696,296336
               20704,387517
               20712,478697
               20720, 45590
               20728,136770
               20736,227951
               20744,319131
               20752,410312
               20760,501492
               20768, 68385
               20776,159565
               20784,250746
               20792,341926
               20800,433107
               20808,524287
               20816, 91180
               20824,182361
               20832,273541
               20840,364722
               20848,455902
               20856, 22795
               20864,113975
               20872,205156
               20880,296336
               20888,387517
               20896,478697
               20904, 45590
               20912,136770
               20920,227951
               20928,319131
               20936,410312
               20944,501492
               20952, 68385
               20960,159565
               20968,250746
               20976,341926
               20984,433107
               20992,524287
               21000, 91180
               21008,182361
               21016,273541
               21024,364722
               21032,455902
               21040, 22795
               21048,113975
               21056,205156
               21064,296336
               21072,387517
               21080,478697
               21088, 45590
               21096,136770
               21104,227951
               21112,319131
               21120,410312
               21128,501492
               21136, 68385
               21144,159565
               21152,250746
               21160,341926
               21168,433107
               21176,524287
               21184, 91180
               21192,182361
               21200,273541
               21208,364722
               21216,455902
               21224, 22795
               21232,113975
               21240,205156
               21248,296336
               21256,387517
               21264,478697
               21272, 45590
               21280,136770
               21288,227951
               21296,319131
               21304,410312
               21312,501492
               21320, 68385
               21328,159565
               21336,250746
               21344,341926
               21352,433107
               21360,524287
               21368, 91180
               21376,182361
               21384,273541
               21392,364722
               21400,455902
               21408, 22795
               21416,113975
               21424,205156
               21432,296336
               21440,387517
               21448,478697
               21456, 45590
               21464,136770
               21472,227951
               21480,319131
               21488,410312
               21496,501492
               21504, 68385
               21512,159565
               21520,250746
               21528,341926
               21536,433107
               21544,524287
               21552, 91180
               21560,182361
               21568,273541
               21576,364722
               21584,455902
               21592, 22795
               21600,113975
               21608,205156
               21616,296336
               21624,387517
               21632,478697
               21640, 45590
               21648,136770
               21656,227951
               21664,319131
               21672,410312
               21680,501492
               21688, 68385
               21696,159565
               21704,250746
               21712,341926
               21720,433107
               21728,524287
               21736, 91180
               21744,182361
               21752,273541
               21760,364722
               21768,455902
               21776, 22795
               21784,113975
               21792,205156
               21800,296336
               21808,387517
               21816,478697
               21824, 45590
               21832,136770
               21840,227951
               21848,319131
               21856,410312
               21864,501492
               21872, 68385
               21880,159565
               21888,250746
               21896,341926
               21904,433107
               21912,524287
               21920, 91180
               21928,182361
               21936,273541
               21944,364722
               21952,455902
               21960, 22795
               21968,113975
               21976,205156
               21984,296336
               21992,387517
               22000,478697
               22008, 45590
               22016,136770
               22024,227951
               22032,319131
               22040,410312
               22048,501492
               22056, 68385
               22064,159565
               22072,250746
               22080,341926
               22088,433107
               22096,524287
               22104, 91180
               22112,182361
               22120,273541
               22128,364722
               22136,455902
               22144, 22795
               22152,113975
               22160,205156
               22168,296336
               22176,387517
               22184,478697
               22192, 45590
               22200,136770
               22208,227951
               22216,319131
               22224,410312
               22232,501492
               22240, 68385
               22248,159565
               22256,250746
               22264,341926
               22272,433107
               22280,524287
               22288, 91180
               22296,182361
               22304,273541
               22312,364722
               22320,455902
               22328, 22795
               22336,113975
               22344,205156
               22352,296336
               22360,387517
               22368,478697
               22376, 45590
               22384,136770
               22392,227951
               22400,319131
               22408,410312
               22416,501492
               22424, 68385
               22432,159565
               22440,250746
               22448,341926
               22456,433107
               22464,524287
               22472, 91180
               22480,182361
               22488,273541
               22496,364722
               22504,455902
               22512, 22795
               22520,113975
               22528,205156
               22536,296336
               22544,387517
               22552,478697
               22560, 45590
               22568,136770
               22576,227951
               22584,319131
               22592,410312
               22600,501492
               22608, 68385
               22616,159565
               22624,250746
               22632,341926
               22640,433107
               22648,524287
               22656, 91180
               22664,182361
               22672,273541
               22680,364722
               22688,455902
               22696, 22795
               22704,113975
               22712,205156
               22720,296336
               22728,387517
               22736,478697
               22744, 45590
               22752,136770
               22760,227951
               22768,319131
               22776,410312
               22784,501492
               22792, 68385
               22800,159565
               22808,250746
               22816,341926
               22824,433107
               22832,524287
               22840, 91180
               22848,182361
               22856,273541
               22864,364722
               22872,455902
               22880, 22795
               22888,113975
               22896,205156
               22904,296336
               22912,387517
               22920,478697
               22928, 45590
               22936,136770
               22944,227951
               22952,319131
               22960,410312
               22968,501492
               22976, 68385
               22984,159565
               22992,250746
               23000,341926
               23008,433107
               23016,524287
               23024, 91180
               23032,182361
               23040,273541
               23048,364722
               23056,455902
               23064, 22795
               23072,113975
               23080,205156
               23088,296336
               23096,387517
               23104,478697
               23112, 45590
               23120,136770
               23128,227951
               23136,319131
               23144,410312
               23152,501492
               23160, 68385
               23168,159565
               23176,250746
               23184,341926
               23192,433107
               23200,524287
               23208, 91180
               23216,182361
               23224,273541
               23232,364722
               23240,455902
               23248, 22795
               23256,113975
               23264,205156
               23272,296336
               23280,387517
               23288,478697
               23296, 45590
               23304,136770
               23312,227951
               23320,319131
               23328,410312
               23336,501492
               23344, 68385
               23352,159565
               23360,250746
               23368,341926
               23376,433107
               23384,524287
               23392, 91180
               23400,182361
               23408,273541
               23416,364722
               23424,455902
               23432, 22795
               23440,113975
               23448,205156
               23456,296336
               23464,387517
               23472,478697
               23480, 45590
               23488,136770
               23496,227951
               23504,319131
               23512,410312
               23520,501492
               23528, 68385
               23536,159565
               23544,250746
               23552,341926
               23560,433107
               23568,524287
               23576, 91180
               23584,182361
               23592,273541
               23600,364722
               23608,455902
               23616, 22795
               23624,113975
               23632,205156
               23640,296336
               23648,387517
               23656,478697
               23664, 45590
               23672,136770
               23680,227951
               23688,319131
               23696,410312
               23704,501492
               23712, 68385
               23720,159565
               23728,250746
               23736,341926
               23744,433107
               23752,524287
               23760, 91180
               23768,182361
               23776,273541
               23784,364722
               23792,455902
               23800, 22795
               23808,113975
               23816,205156
               23824,296336
               23832,387517
               23840,478697
               23848, 45590
               23856,136770
               23864,227951
               23872,319131
               23880,410312
               23888,501492
               23896, 68385
               23904,159565
               23912,250746
               23920,341926
               23928,433107
               23936,524287
               23944, 91180
               23952,182361
               23960,273541
               23968,364722
               23976,455902
               23984, 22795
               23992,113975
               24000,205156
               24008,296336
               24016,387517
               24024,478697
               24032, 45590
               24040,136770
               24048,227951
               24056,319131
               24064,410312
               24072,501492
               24080, 68385
               24088,159565
               24096,250746
               24104,341926
               24112,433107
               24120,524287
               24128, 91180
               24136,182361
               24144,273541
               24152,364722
               24160,455902
               24168, 22795
               24176,113975
               24184,205156
               24192,296336
               24200,387517
               24208,478697
               24216, 45590
               24224,136770
               24232,227951
               24240,319131
               24248,410312
               24256,501492
               24264, 68385
               24272,159565
               24280,250746
               24288,341926
               24296,433107
               24304,524287
               24312, 91180
               24320,182361
               24328,273541
               24336,364722
               24344,455902
               24352, 22795
               24360,113975
               24368,205156
               24376,296336
               24384,387517
               24392,478697
               24400, 45590
               24408,136770
               24416,227951
               24424,319131
               24432,410312
               24440,501492
               24448, 68385
               24456,159565
               24464,250746
               24472,341926
               24480,433107
               24488,524287
               24496, 91180
               24504,182361
               24512,273541
               24520,364722
               24528,455902
               24536, 22795
               24544,113975
               24552,205156
               24560,296336
               24568,387517
               24576,478697
               24584, 45590
               24592,136770
               24600,227951
               24608,319131
               24616,410312
               24624,501492
               24632, 68385
               24640,159565
               24648,250746
               24656,341926
               24664,433107
               24672,524287
               24680, 91180
               24688,182361
               24696,273541
               24704,364722
               24712,455902
               24720, 22795
               24728,113975
               24736,205156
               24744,296336
               24752,387517
               24760,478697
               24768, 45590
               24776,136770
               24784,227951
               24792,319131
               24800,410312
               24808,501492
               24816, 68385
               24824,159565
               24832,250746
               24840,341926
               24848,433107
               24856,524287
               24864, 91180
               24872,182361
               24880,273541
               24888,364722
               24896,455902
               24904, 22795
               24912,113975
               24920,205156
               24928,296336
               24936,387517
               24944,478697
               24952, 45590
               24960,136770
               24968,227951
               24976,319131
               24984,410312
               24992,501492
               25000, 68385
               25008,159565
               25016,250746
               25024,341926
               25032,433107
               25040,524287
               25048, 91180
               25056,182361
               25064,273541
               25072,364722
               25080,455902
               25088, 22795
               25096,113975
               25104,205156
               25112,296336
               25120,387517
               25128,478697
               25136, 45590
               25144,136770
               25152,227951
               25160,319131
               25168,410312
               25176,501492
               25184, 68385
               25192,159565
               25200,250746
               25208,341926
               25216,433107
               25224,524287
               25232, 91180
               25240,182361
               25248,273541
               25256,364722
               25264,455902
               25272, 22795
               25280,113975
               25288,205156
               25296,296336
               25304,387517
               25312,478697
               25320, 45590
               25328,136770
               25336,227951
               25344,319131
               25352,410312
               25360,501492
               25368, 68385
               25376,159565
               25384,250746
               25392,341926
               25400,433107
               25408,524287
               25416, 91180
               25424,182361
               25432,273541
               25440,364722
               25448,455902
               25456, 22795
               25464,113975
               25472,205156
               25480,296336
               25488,387517
               25496,478697
               25504, 45590
               25512,136770
               25520,227951
               25528,319131
               25536,410312
               25544,501492
               25552, 68385
               25560,159565
               25568,250746
               25576,341926
               25584,433107
               25592,524287
               25600, 91180
               25608,182361
               25616,273541
               25624,364722
               25632,455902
               25640, 22795
               25648,113975
               25656,205156
               25664,296336
               25672,387517
               25680,478697
               25688, 45590
               25696,136770
               25704,227951
               25712,319131
               25720,410312
               25728,501492
               25736, 68385
               25744,159565
               25752,250746
               25760,341926
               25768,433107
               25776,524287
               25784, 91180
               25792,182361
               25800,273541
               25808,364722
               25816,455902
               25824, 22795
               25832,113975
               25840,205156
               25848,296336
               25856,387517
               25864,478697
               25872, 45590
               25880,136770
               25888,227951
               25896,319131
               25904,410312
               25912,501492
               25920, 68385
               25928,159565
               25936,250746
               25944,341926
               25952,433107
               25960,524287
               25968, 91180
               25976,182361
               25984,273541
               25992,364722
               26000,455902
               26008, 22795
               26016,113975
               26024,205156
               26032,296336
               26040,387517
               26048,478697
               26056, 45590
               26064,136770
               26072,227951
               26080,319131
               26088,410312
               26096,501492
               26104, 68385
               26112,159565
               26120,250746
               26128,341926
               26136,433107
               26144,524287
               26152, 91180
               26160,182361
               26168,273541
               26176,364722
               26184,455902
               26192, 22795
               26200,113975
               26208,205156
               26216,296336
               26224,387517
               26232,478697
               26240, 45590
               26248,136770
               26256,227951
               26264,319131
               26272,410312
               26280,501492
               26288, 68385
               26296,159565
               26304,250746
               26312,341926
               26320,433107
               26328,524287
               26336, 91180
               26344,182361
               26352,273541
               26360,364722
               26368,455902
               26376, 22795
               26384,113975
               26392,205156
               26400,296336
               26408,387517
               26416,478697
               26424, 45590
               26432,136770
               26440,227951
               26448,319131
               26456,410312
               26464,501492
               26472, 68385
               26480,159565
               26488,250746
               26496,341926
               26504,433107
               26512,524287
               26520, 91180
               26528,182361
               26536,273541
               26544,364722
               26552,455902
               26560, 22795
               26568,113975
               26576,205156
               26584,296336
               26592,387517
               26600,478697
               26608, 45590
               26616,136770
               26624,227951
               26632,319131
               26640,410312
               26648,501492
               26656, 68385
               26664,159565
               26672,250746
               26680,341926
               26688,433107
               26696,524287
               26704, 91180
               26712,182361
               26720,273541
               26728,364722
               26736,455902
               26744, 22795
               26752,113975
               26760,205156
               26768,296336
               26776,387517
               26784,478697
               26792, 45590
               26800,136770
               26808,227951
               26816,319131
               26824,410312
               26832,501492
               26840, 68385
               26848,159565
               26856,250746
               26864,341926
               26872,433107
               26880,524287
               26888, 91180
               26896,182361
               26904,273541
               26912,364722
               26920,455902
               26928, 22795
               26936,113975
               26944,205156
               26952,296336
               26960,387517
               26968,478697
               26976, 45590
               26984,136770
               26992,227951
               27000,319131
               27008,410312
               27016,501492
               27024, 68385
               27032,159565
               27040,250746
               27048,341926
               27056,433107
               27064,524287
               27072, 91180
               27080,182361
               27088,273541
               27096,364722
               27104,455902
               27112, 22795
               27120,113975
               27128,205156
               27136,296336
               27144,387517
               27152,478697
               27160, 45590
               27168,136770
               27176,227951
               27184,319131
               27192,410312
               27200,501492
               27208, 68385
               27216,159565
               27224,250746
               27232,341926
               27240,433107
               27248,524287
               27256, 91180
               27264,182361
               27272,273541
               27280,364722
               27288,455902
               27296, 22795
               27304,113975
               27312,205156
               27320,296336
               27328,387517
               27336,478697
               27344, 45590
               27352,136770
               27360,227951
               27368,319131
               27376,410312
               27384,501492
               27392, 68385
               27400,159565
               27408,250746
               27416,341926
               27424,433107
               27432,524287
               27440, 91180
               27448,182361
               27456,273541
               27464,364722
               27472,455902
               27480, 22795
               27488,113975
               27496,205156
               27504,296336
               27512,387517
               27520,478697
               27528, 45590
               27536,136770
               27544,227951
               27552,319131
               27560,410312
               27568,501492
               27576, 68385
               27584,159565
               27592,250746
               27600,341926
               27608,433107
               27616,524287
               27624, 91180
               27632,182361
               27640,273541
               27648,364722
               27656,455902
               27664, 22795
               27672,113975
               27680,205156
               27688,296336
               27696,387517
               27704,478697
               27712, 45590
               27720,136770
               27728,227951
               27736,319131
               27744,410312
               27752,501492
               27760, 68385
               27768,159565
               27776,250746
               27784,341926
               27792,433107
               27800,524287
               27808, 91180
               27816,182361
               27824,273541
               27832,364722
               27840,455902
               27848, 22795
               27856,113975
               27864,205156
               27872,296336
               27880,387517
               27888,478697
               27896, 45590
               27904,136770
               27912,227951
               27920,319131
               27928,410312
               27936,501492
               27944, 68385
               27952,159565
               27960,250746
               27968,341926
               27976,433107
               27984,524287
               27992, 91180
               28000,182361
               28008,273541
               28016,364722
               28024,455902
               28032, 22795
               28040,113975
               28048,205156
               28056,296336
               28064,387517
               28072,478697
               28080, 45590
               28088,136770
               28096,227951
               28104,319131
               28112,410312
               28120,501492
               28128, 68385
               28136,159565
               28144,250746
               28152,341926
               28160,433107
               28168,524287
               28176, 91180
               28184,182361
               28192,273541
               28200,364722
               28208,455902
               28216, 22795
               28224,113975
               28232,205156
               28240,296336
               28248,387517
               28256,478697
               28264, 45590
               28272,136770
               28280,227951
               28288,319131
               28296,410312
               28304,501492
               28312, 68385
               28320,159565
               28328,250746
               28336,341926
               28344,433107
               28352,524287
               28360, 91180
               28368,182361
               28376,273541
               28384,364722
               28392,455902
               28400, 22795
               28408,113975
               28416,205156
               28424,296336
               28432,387517
               28440,478697
               28448, 45590
               28456,136770
               28464,227951
               28472,319131
               28480,410312
               28488,501492
               28496, 68385
               28504,159565
               28512,250746
               28520,341926
               28528,433107
               28536,524287
               28544, 91180
               28552,182361
               28560,273541
               28568,364722
               28576,455902
               28584, 22795
               28592,113975
               28600,205156
               28608,296336
               28616,387517
               28624,478697
               28632, 45590
               28640,136770
               28648,227951
               28656,319131
               28664,410312
               28672,501492
               28680, 68385
               28688,159565
               28696,250746
               28704,341926
               28712,433107
               28720,524287
               28728, 91180
               28736,182361
               28744,273541
               28752,364722
               28760,455902
               28768, 22795
               28776,113975
               28784,205156
               28792,296336
               28800,387517
               28808,478697
               28816, 45590
               28824,136770
               28832,227951
               28840,319131
               28848,410312
               28856,501492
               28864, 68385
               28872,159565
               28880,250746
               28888,341926
               28896,433107
               28904,524287
               28912, 91180
               28920,182361
               28928,273541
               28936,364722
               28944,455902
               28952, 22795
               28960,113975
               28968,205156
               28976,296336
               28984,387517
               28992,478697
               29000, 45590
               29008,136770
               29016,227951
               29024,319131
               29032,410312
               29040,501492
               29048, 68385
               29056,159565
               29064,250746
               29072,341926
               29080,433107
               29088,524287
               29096, 91180
               29104,182361
               29112,273541
               29120,364722
               29128,455902
               29136, 22795
               29144,113975
               29152,205156
               29160,296336
               29168,387517
               29176,478697
               29184, 45590
               29192,136770
               29200,227951
               29208,319131
               29216,410312
               29224,501492
               29232, 68385
               29240,159565
               29248,250746
               29256,341926
               29264,433107
               29272,524287
               29280, 91180
               29288,182361
               29296,273541
               29304,364722
               29312,455902
               29320, 22795
               29328,113975
               29336,205156
               29344,296336
               29352,387517
               29360,478697
               29368, 45590
               29376,136770
               29384,227951
               29392,319131
               29400,410312
               29408,501492
               29416, 68385
               29424,159565
               29432,250746
               29440,341926
               29448,433107
               29456,524287
               29464, 91180
               29472,182361
               29480,273541
               29488,364722
               29496,455902
               29504, 22795
               29512,113975
               29520,205156
               29528,296336
               29536,387517
               29544,478697
               29552, 45590
               29560,136770
               29568,227951
               29576,319131
               29584,410312
               29592,501492
               29600, 68385
               29608,159565
               29616,250746
               29624,341926
               29632,433107
               29640,524287
               29648, 91180
               29656,182361
               29664,273541
               29672,364722
               29680,455902
               29688, 22795
               29696,113975
               29704,205156
               29712,296336
               29720,387517
               29728,478697
               29736, 45590
               29744,136770
               29752,227951
               29760,319131
               29768,410312
               29776,501492
               29784, 68385
               29792,159565
               29800,250746
               29808,341926
               29816,433107
               29824,524287
               29832, 91180
               29840,182361
               29848,273541
               29856,364722
               29864,455902
               29872, 22795
               29880,113975
               29888,205156
               29896,296336
               29904,387517
               29912,478697
               29920, 45590
               29928,136770
               29936,227951
               29944,319131
               29952,410312
               29960,501492
               29968, 68385
               29976,159565
               29984,250746
               29992,341926
               30000,433107
               30008,524287
               30016, 91180
               30024,182361
               30032,273541
               30040,364722
               30048,455902
               30056, 22795
               30064,113975
               30072,205156
               30080,296336
               30088,387517
               30096,478697
               30104, 45590
               30112,136770
               30120,227951
               30128,319131
               30136,410312
               30144,501492
               30152, 68385
               30160,159565
               30168,250746
               30176,341926
               30184,433107
               30192,524287
               30200, 91180
               30208,182361
               30216,273541
               30224,364722
               30232,455902
               30240, 22795
               30248,113975
               30256,205156
               30264,296336
               30272,387517
               30280,478697
               30288, 45590
               30296,136770
               30304,227951
               30312,319131
               30320,410312
               30328,501492
               30336, 68385
               30344,159565
               30352,250746
               30360,341926
               30368,433107
               30376,524287
               30384, 91180
