Time [ns],phase_acc
               34832,455902
               34840, 22795
               34848,113975
               34856,205156
               34864,296336
               34872,387517
               34880,478697
               34888, 45590
               34896,136770
               34904,227951
               34912,319131
               34920,410312
               34928,501492
               34936, 68385
               34944,159565
               34952,250746
               34960,341926
               34968,433107
               34976,524287
               34984, 91180
               34992,182361
               35000,273541
               35008,364722
               35016,455902
               35024, 22795
               35032,113975
               35040,205156
               35048,296336
               35056,387517
               35064,478697
               35072, 45590
               35080,136770
               35088,227951
               35096,319131
               35104,410312
               35112,501492
               35120, 68385
               35128,159565
               35136,250746
               35144,341926
               35152,433107
               35160,524287
               35168, 91180
               35176,182361
               35184,273541
               35192,364722
               35200,455902
               35208, 22795
               35216,113975
               35224,205156
               35232,296336
               35240,387517
               35248,478697
               35256, 45590
               35264,136770
               35272,227951
               35280,319131
               35288,410312
               35296,501492
               35304, 68385
               35312,159565
               35320,250746
               35328,341926
               35336,433107
               35344,524287
               35352, 91180
               35360,182361
               35368,273541
               35376,364722
               35384,455902
               35392, 22795
               35400,113975
               35408,205156
               35416,296336
               35424,387517
               35432,478697
               35440, 45590
               35448,136770
               35456,227951
               35464,319131
               35472,410312
               35480,501492
               35488, 68385
               35496,159565
               35504,250746
               35512,341926
               35520,433107
               35528,524287
               35536, 91180
               35544,182361
               35552,273541
               35560,364722
               35568,455902
               35576, 22795
               35584,113975
               35592,205156
               35600,296336
               35608,387517
               35616,478697
               35624, 45590
               35632,136770
               35640,227951
               35648,319131
               35656,410312
               35664,501492
               35672, 68385
               35680,159565
               35688,250746
               35696,341926
               35704,433107
               35712,524287
               35720, 91180
               35728,182361
               35736,273541
               35744,364722
               35752,455902
               35760, 22795
               35768,113975
               35776,205156
               35784,296336
               35792,387517
               35800,478697
               35808, 45590
               35816,136770
               35824,227951
               35832,319131
               35840,410312
               35848,501492
               35856, 68385
               35864,159565
               35872,250746
               35880,341926
               35888,433107
               35896,524287
               35904, 91180
               35912,182361
               35920,273541
               35928,364722
               35936,455902
               35944, 22795
               35952,113975
               35960,205156
               35968,296336
               35976,387517
               35984,478697
               35992, 45590
               36000,136770
               36008,227951
               36016,319131
               36024,410312
               36032,501492
               36040, 68385
               36048,159565
               36056,250746
               36064,341926
               36072,433107
               36080,524287
               36088, 91180
               36096,182361
               36104,273541
               36112,364722
               36120,455902
               36128, 22795
               36136,113975
               36144,205156
               36152,296336
               36160,387517
               36168,478697
               36176, 45590
               36184,136770
               36192,227951
               36200,319131
               36208,410312
               36216,501492
               36224, 68385
               36232,159565
               36240,250746
               36248,341926
               36256,433107
               36264,524287
               36272, 91180
               36280,182361
               36288,273541
               36296,364722
               36304,455902
               36312, 22795
               36320,113975
               36328,205156
               36336,296336
               36344,387517
               36352,478697
               36360, 45590
               36368,136770
               36376,227951
               36384,319131
               36392,410312
               36400,501492
               36408, 68385
               36416,159565
               36424,250746
               36432,341926
               36440,433107
               36448,524287
               36456, 91180
               36464,182361
               36472,273541
               36480,364722
               36488,455902
               36496, 22795
               36504,113975
               36512,205156
               36520,296336
               36528,387517
               36536,478697
               36544, 45590
               36552,136770
               36560,227951
               36568,319131
               36576,410312
               36584,501492
               36592, 68385
               36600,159565
               36608,250746
               36616,341926
               36624,433107
               36632,524287
               36640, 91180
               36648,182361
               36656,273541
               36664,364722
               36672,455902
               36680, 22795
               36688,113975
               36696,205156
               36704,296336
               36712,387517
               36720,478697
               36728, 45590
               36736,136770
               36744,227951
               36752,319131
               36760,410312
               36768,501492
               36776, 68385
               36784,159565
               36792,250746
               36800,341926
               36808,433107
               36816,524287
               36824, 91180
               36832,182361
               36840,273541
               36848,364722
               36856,455902
               36864, 22795
               36872,113975
               36880,205156
               36888,296336
               36896,387517
               36904,478697
               36912, 45590
               36920,136770
               36928,227951
               36936,319131
               36944,410312
               36952,501492
               36960, 68385
               36968,159565
               36976,250746
               36984,341926
               36992,433107
               37000,524287
               37008, 91180
               37016,182361
               37024,273541
               37032,364722
               37040,455902
               37048, 22795
               37056,113975
               37064,205156
               37072,296336
               37080,387517
               37088,478697
               37096, 45590
               37104,136770
               37112,227951
               37120,319131
               37128,410312
               37136,501492
               37144, 68385
               37152,159565
               37160,250746
               37168,341926
               37176,433107
               37184,524287
               37192, 91180
               37200,182361
               37208,273541
               37216,364722
               37224,455902
               37232, 22795
               37240,113975
               37248,205156
               37256,296336
               37264,387517
               37272,478697
               37280, 45590
               37288,136770
               37296,227951
               37304,319131
               37312,410312
               37320,501492
               37328, 68385
               37336,159565
               37344,250746
               37352,341926
               37360,433107
               37368,524287
               37376, 91180
               37384,182361
               37392,273541
               37400,364722
               37408,455902
               37416, 22795
               37424,113975
               37432,205156
               37440,296336
               37448,387517
               37456,478697
               37464, 45590
               37472,136770
               37480,227951
               37488,319131
               37496,410312
               37504,501492
               37512, 68385
               37520,159565
               37528,250746
               37536,341926
               37544,433107
               37552,524287
               37560, 91180
               37568,182361
               37576,273541
               37584,364722
               37592,455902
               37600, 22795
               37608,113975
               37616,205156
               37624,296336
               37632,387517
               37640,478697
               37648, 45590
               37656,136770
               37664,227951
               37672,319131
               37680,410312
               37688,501492
               37696, 68385
               37704,159565
               37712,250746
               37720,341926
               37728,433107
               37736,524287
               37744, 91180
               37752,182361
               37760,273541
               37768,364722
               37776,455902
               37784, 22795
               37792,113975
               37800,205156
               37808,296336
               37816,387517
               37824,478697
               37832, 45590
               37840,136770
               37848,227951
               37856,319131
               37864,410312
               37872,501492
               37880, 68385
               37888,159565
               37896,250746
               37904,341926
               37912,433107
               37920,524287
               37928, 91180
               37936,182361
               37944,273541
               37952,364722
               37960,455902
               37968, 22795
               37976,113975
               37984,205156
               37992,296336
               38000,387517
               38008,478697
               38016, 45590
               38024,136770
               38032,227951
               38040,319131
               38048,410312
               38056,501492
               38064, 68385
               38072,159565
               38080,250746
               38088,341926
               38096,433107
               38104,524287
               38112, 91180
               38120,182361
               38128,273541
               38136,364722
               38144,455902
               38152, 22795
               38160,113975
               38168,205156
               38176,296336
               38184,387517
               38192,478697
               38200, 45590
               38208,136770
               38216,227951
               38224,319131
               38232,410312
               38240,501492
               38248, 68385
               38256,159565
               38264,250746
               38272,341926
               38280,433107
               38288,524287
               38296, 91180
               38304,182361
               38312,273541
               38320,364722
               38328,455902
               38336, 22795
               38344,113975
               38352,205156
               38360,296336
               38368,387517
               38376,478697
               38384, 45590
               38392,136770
               38400,227951
               38408,319131
               38416,410312
               38424,501492
               38432, 68385
               38440,159565
               38448,250746
               38456,341926
               38464,433107
               38472,524287
               38480, 91180
               38488,182361
               38496,273541
               38504,364722
               38512,455902
               38520, 22795
               38528,113975
               38536,205156
               38544,296336
               38552,387517
               38560,478697
               38568, 45590
               38576,136770
               38584,227951
               38592,319131
               38600,410312
               38608,501492
               38616, 68385
               38624,159565
               38632,250746
               38640,341926
               38648,433107
               38656,524287
               38664, 91180
               38672,182361
               38680,273541
               38688,364722
               38696,455902
               38704, 22795
               38712,113975
               38720,205156
               38728,296336
               38736,387517
               38744,478697
               38752, 45590
               38760,136770
               38768,227951
               38776,319131
               38784,410312
               38792,501492
               38800, 68385
               38808,159565
               38816,250746
               38824,341926
               38832,433107
               38840,524287
               38848, 91180
               38856,182361
               38864,273541
               38872,364722
               38880,455902
               38888, 22795
               38896,113975
               38904,205156
               38912,296336
               38920,387517
               38928,478697
               38936, 45590
               38944,136770
               38952,227951
               38960,319131
               38968,410312
               38976,501492
               38984, 68385
               38992,159565
               39000,250746
               39008,341926
               39016,433107
               39024,524287
               39032, 91180
               39040,182361
               39048,273541
               39056,364722
               39064,455902
               39072, 22795
               39080,113975
               39088,205156
               39096,296336
               39104,387517
               39112,478697
               39120, 45590
               39128,136770
               39136,227951
               39144,319131
               39152,410312
               39160,501492
               39168, 68385
               39176,159565
               39184,250746
               39192,341926
               39200,433107
               39208,524287
               39216, 91180
               39224,182361
               39232,273541
               39240,364722
               39248,455902
               39256, 22795
               39264,113975
               39272,205156
               39280,296336
               39288,387517
               39296,478697
               39304, 45590
               39312,136770
               39320,227951
               39328,319131
               39336,410312
               39344,501492
               39352, 68385
               39360,159565
               39368,250746
               39376,341926
               39384,433107
               39392,524287
               39400, 91180
               39408,182361
               39416,273541
               39424,364722
               39432,455902
               39440, 22795
               39448,113975
               39456,205156
               39464,296336
               39472,387517
               39480,478697
               39488, 45590
               39496,136770
               39504,227951
               39512,319131
               39520,410312
               39528,501492
               39536, 68385
               39544,159565
               39552,250746
               39560,341926
               39568,433107
               39576,524287
               39584, 91180
               39592,182361
               39600,273541
               39608,364722
               39616,455902
               39624, 22795
               39632,113975
               39640,205156
               39648,296336
               39656,387517
               39664,478697
               39672, 45590
               39680,136770
               39688,227951
               39696,319131
               39704,410312
               39712,501492
               39720, 68385
               39728,159565
               39736,250746
               39744,341926
               39752,433107
               39760,524287
               39768, 91180
               39776,182361
               39784,273541
               39792,364722
               39800,455902
               39808, 22795
               39816,113975
               39824,205156
               39832,296336
               39840,387517
               39848,478697
               39856, 45590
               39864,136770
               39872,227951
               39880,319131
               39888,410312
               39896,501492
               39904, 68385
               39912,159565
               39920,250746
               39928,341926
               39936,433107
               39944,524287
               39952, 91180
               39960,182361
               39968,273541
               39976,364722
               39984,455902
               39992, 22795
               40000,113975
               40008,205156
               40016,296336
               40024,387517
               40032,478697
               40040, 45590
               40048,136770
               40056,227951
               40064,319131
               40072,410312
               40080,501492
               40088, 68385
               40096,159565
               40104,250746
               40112,341926
               40120,433107
               40128,524287
               40136, 91180
               40144,182361
               40152,273541
               40160,364722
               40168,455902
               40176, 22795
               40184,113975
               40192,205156
               40200,296336
               40208,387517
               40216,478697
               40224, 45590
               40232,136770
               40240,227951
               40248,319131
               40256,410312
               40264,501492
               40272, 68385
               40280,159565
               40288,250746
               40296,341926
               40304,433107
               40312,524287
               40320, 91180
               40328,182361
               40336,273541
               40344,364722
               40352,455902
               40360, 22795
               40368,113975
               40376,205156
               40384,296336
               40392,387517
               40400,478697
               40408, 45590
               40416,136770
               40424,227951
               40432,319131
               40440,410312
               40448,501492
               40456, 68385
               40464,159565
               40472,250746
               40480,341926
               40488,433107
               40496,524287
               40504, 91180
               40512,182361
               40520,273541
               40528,364722
               40536,455902
               40544, 22795
               40552,113975
               40560,205156
               40568,296336
               40576,387517
               40584,478697
               40592, 45590
               40600,136770
               40608,227951
               40616,319131
               40624,410312
               40632,501492
               40640, 68385
               40648,159565
               40656,250746
               40664,341926
               40672,433107
               40680,524287
               40688, 91180
               40696,182361
               40704,273541
               40712,364722
               40720,455902
               40728, 22795
               40736,113975
               40744,205156
               40752,296336
               40760,387517
               40768,478697
               40776, 45590
               40784,136770
               40792,227951
               40800,319131
               40808,410312
               40816,501492
               40824, 68385
               40832,159565
               40840,250746
               40848,341926
               40856,433107
               40864,524287
               40872, 91180
               40880,182361
               40888,273541
               40896,364722
               40904,455902
               40912, 22795
               40920,113975
               40928,205156
               40936,296336
               40944,387517
               40952,478697
               40960, 45590
               40968,136770
               40976,227951
               40984,319131
               40992,410312
               41000,501492
               41008, 68385
               41016,159565
               41024,250746
               41032,341926
               41040,433107
               41048,524287
               41056, 91180
               41064,182361
               41072,273541
               41080,364722
               41088,455902
               41096, 22795
               41104,113975
               41112,205156
               41120,296336
               41128,387517
               41136,478697
               41144, 45590
               41152,136770
               41160,227951
               41168,319131
               41176,410312
               41184,501492
               41192, 68385
               41200,159565
               41208,250746
               41216,341926
               41224,433107
               41232,524287
               41240, 91180
               41248,182361
               41256,273541
               41264,364722
               41272,455902
               41280, 22795
               41288,113975
               41296,205156
               41304,296336
               41312,387517
               41320,478697
               41328, 45590
               41336,136770
               41344,227951
               41352,319131
               41360,410312
               41368,501492
               41376, 68385
               41384,159565
               41392,250746
               41400,341926
               41408,433107
               41416,524287
               41424, 91180
               41432,182361
               41440,273541
               41448,364722
               41456,455902
               41464, 22795
               41472,113975
               41480,205156
               41488,296336
               41496,387517
               41504,478697
               41512, 45590
               41520,136770
               41528,227951
               41536,319131
               41544,410312
               41552,501492
               41560, 68385
               41568,159565
               41576,250746
               41584,341926
               41592,433107
               41600,524287
               41608, 91180
               41616,182361
               41624,273541
               41632,364722
               41640,455902
               41648, 22795
               41656,113975
               41664,205156
               41672,296336
               41680,387517
               41688,478697
               41696, 45590
               41704,136770
               41712,227951
               41720,319131
               41728,410312
               41736,501492
               41744, 68385
               41752,159565
               41760,250746
               41768,341926
               41776,433107
               41784,524287
               41792, 91180
               41800,182361
               41808,273541
               41816,364722
               41824,455902
               41832, 22795
               41840,113975
               41848,205156
               41856,296336
               41864,387517
               41872,478697
               41880, 45590
               41888,136770
               41896,227951
               41904,319131
               41912,410312
               41920,501492
               41928, 68385
               41936,159565
               41944,250746
               41952,341926
               41960,433107
               41968,524287
               41976, 91180
               41984,182361
               41992,273541
               42000,364722
               42008,455902
               42016, 22795
               42024,113975
               42032,205156
               42040,296336
               42048,387517
               42056,478697
               42064, 45590
               42072,136770
               42080,227951
               42088,319131
               42096,410312
               42104,501492
               42112, 68385
               42120,159565
               42128,250746
               42136,341926
               42144,433107
               42152,524287
               42160, 91180
               42168,182361
               42176,273541
               42184,364722
               42192,455902
               42200, 22795
               42208,113975
               42216,205156
               42224,296336
               42232,387517
               42240,478697
               42248, 45590
               42256,136770
               42264,227951
               42272,319131
               42280,410312
               42288,501492
               42296, 68385
               42304,159565
               42312,250746
               42320,341926
               42328,433107
               42336,524287
               42344, 91180
               42352,182361
               42360,273541
               42368,364722
               42376,455902
               42384, 22795
               42392,113975
               42400,205156
               42408,296336
               42416,387517
               42424,478697
               42432, 45590
               42440,136770
               42448,227951
               42456,319131
               42464,410312
               42472,501492
               42480, 68385
               42488,159565
               42496,250746
               42504,341926
               42512,433107
               42520,524287
               42528, 91180
               42536,182361
               42544,273541
               42552,364722
               42560,455902
               42568, 22795
               42576,113975
               42584,205156
               42592,296336
               42600,387517
               42608,478697
               42616, 45590
               42624,136770
               42632,227951
               42640,319131
               42648,410312
               42656,501492
               42664, 68385
               42672,159565
               42680,250746
               42688,341926
               42696,433107
               42704,524287
               42712, 91180
               42720,182361
               42728,273541
               42736,364722
               42744,455902
               42752, 22795
               42760,113975
               42768,205156
               42776,296336
               42784,387517
               42792,478697
               42800, 45590
               42808,136770
               42816,227951
               42824,319131
               42832,410312
               42840,501492
               42848, 68385
               42856,159565
               42864,250746
               42872,341926
               42880,433107
               42888,524287
               42896, 91180
               42904,182361
               42912,273541
               42920,364722
               42928,455902
               42936, 22795
               42944,113975
               42952,205156
               42960,296336
               42968,387517
               42976,478697
               42984, 45590
               42992,136770
               43000,227951
               43008,319131
               43016,410312
               43024,501492
               43032, 68385
               43040,159565
               43048,250746
               43056,341926
               43064,433107
               43072,524287
               43080, 91180
               43088,182361
               43096,273541
               43104,364722
               43112,455902
               43120, 22795
               43128,113975
               43136,205156
               43144,296336
               43152,387517
               43160,478697
               43168, 45590
               43176,136770
               43184,227951
               43192,319131
               43200,410312
               43208,501492
               43216, 68385
               43224,159565
               43232,250746
               43240,341926
               43248,433107
               43256,524287
               43264, 91180
               43272,182361
               43280,273541
               43288,364722
               43296,455902
               43304, 22795
               43312,113975
               43320,205156
               43328,296336
               43336,387517
               43344,478697
               43352, 45590
               43360,136770
               43368,227951
               43376,319131
               43384,410312
               43392,501492
               43400, 68385
               43408,159565
               43416,250746
               43424,341926
               43432,433107
               43440,524287
               43448, 91180
               43456,182361
               43464,273541
               43472,364722
               43480,455902
               43488, 22795
               43496,113975
               43504,205156
               43512,296336
               43520,387517
               43528,478697
               43536, 45590
               43544,136770
               43552,227951
               43560,319131
               43568,410312
               43576,501492
               43584, 68385
               43592,159565
               43600,250746
               43608,341926
               43616,433107
               43624,524287
               43632, 91180
               43640,182361
               43648,273541
               43656,364722
               43664,455902
               43672, 22795
               43680,113975
               43688,205156
               43696,296336
               43704,387517
               43712,478697
               43720, 45590
               43728,136770
               43736,227951
               43744,319131
               43752,410312
               43760,501492
               43768, 68385
               43776,159565
               43784,250746
               43792,341926
               43800,433107
               43808,524287
               43816, 91180
               43824,182361
               43832,273541
               43840,364722
               43848,455902
               43856, 22795
               43864,113975
               43872,205156
               43880,296336
               43888,387517
               43896,478697
               43904, 45590
               43912,136770
               43920,227951
               43928,319131
               43936,410312
               43944,501492
               43952, 68385
               43960,159565
               43968,250746
               43976,341926
               43984,433107
               43992,524287
               44000, 91180
               44008,182361
               44016,273541
               44024,364722
               44032,455902
               44040, 22795
               44048,113975
               44056,205156
               44064,296336
               44072,387517
               44080,478697
               44088, 45590
               44096,136770
               44104,227951
               44112,319131
               44120,410312
               44128,501492
               44136, 68385
               44144,159565
               44152,250746
               44160,341926
               44168,433107
               44176,524287
               44184, 91180
               44192,182361
               44200,273541
               44208,364722
               44216,455902
               44224, 22795
               44232,113975
               44240,205156
               44248,296336
               44256,387517
               44264,478697
               44272, 45590
               44280,136770
               44288,227951
               44296,319131
               44304,410312
               44312,501492
               44320, 68385
               44328,159565
               44336,250746
               44344,341926
               44352,433107
               44360,524287
               44368, 91180
               44376,182361
               44384,273541
               44392,364722
               44400,455902
               44408, 22795
               44416,113975
               44424,205156
               44432,296336
               44440,387517
               44448,478697
               44456, 45590
               44464,136770
               44472,227951
               44480,319131
               44488,410312
               44496,501492
               44504, 68385
               44512,159565
               44520,250746
               44528,341926
               44536,433107
               44544,524287
               44552, 91180
               44560,182361
               44568,273541
               44576,364722
               44584,455902
               44592, 22795
               44600,113975
               44608,205156
               44616,296336
               44624,387517
               44632,478697
               44640, 45590
               44648,136770
               44656,227951
               44664,319131
               44672,410312
               44680,501492
               44688, 68385
               44696,159565
               44704,250746
               44712,341926
               44720,433107
               44728,524287
               44736, 91180
               44744,182361
               44752,273541
               44760,364722
               44768,455902
               44776, 22795
               44784,113975
               44792,205156
               44800,296336
               44808,387517
               44816,478697
               44824, 45590
               44832,136770
               44840,227951
               44848,319131
               44856,410312
               44864,501492
               44872, 68385
               44880,159565
               44888,250746
               44896,341926
               44904,433107
               44912,524287
               44920, 91180
               44928,182361
               44936,273541
               44944,364722
               44952,455902
               44960, 22795
               44968,113975
               44976,205156
               44984,296336
               44992,387517
               45000,478697
               45008, 45590
               45016,136770
               45024,227951
               45032,319131
               45040,410312
               45048,501492
               45056, 68385
               45064,159565
               45072,250746
               45080,341926
               45088,433107
               45096,524287
               45104, 91180
               45112,182361
               45120,273541
               45128,364722
               45136,455902
               45144, 22795
               45152,113975
               45160,205156
               45168,296336
               45176,387517
               45184,478697
               45192, 45590
               45200,136770
               45208,227951
               45216,319131
               45224,410312
               45232,501492
               45240, 68385
               45248,159565
               45256,250746
               45264,341926
               45272,433107
               45280,524287
               45288, 91180
               45296,182361
               45304,273541
               45312,364722
               45320,455902
               45328, 22795
               45336,113975
               45344,205156
               45352,296336
               45360,387517
               45368,478697
               45376, 45590
               45384,136770
               45392,227951
               45400,319131
               45408,410312
               45416,501492
               45424, 68385
               45432,159565
               45440,250746
               45448,341926
               45456,433107
               45464,524287
               45472, 91180
               45480,182361
               45488,273541
               45496,364722
               45504,455902
               45512, 22795
               45520,113975
               45528,205156
               45536,296336
               45544,387517
               45552,478697
               45560, 45590
               45568,136770
               45576,227951
               45584,319131
               45592,410312
               45600,501492
               45608, 68385
               45616,159565
               45624,250746
               45632,341926
               45640,433107
               45648,524287
               45656, 91180
               45664,182361
               45672,273541
               45680,364722
               45688,455902
               45696, 22795
               45704,113975
               45712,205156
               45720,296336
               45728,387517
               45736,478697
               45744, 45590
               45752,136770
               45760,227951
               45768,319131
               45776,410312
               45784,501492
               45792, 68385
               45800,159565
               45808,250746
               45816,341926
               45824,433107
               45832,524287
               45840, 91180
               45848,182361
               45856,273541
               45864,364722
               45872,455902
               45880, 22795
               45888,113975
               45896,205156
               45904,296336
               45912,387517
               45920,478697
               45928, 45590
               45936,136770
               45944,227951
               45952,319131
               45960,410312
               45968,501492
               45976, 68385
               45984,159565
               45992,250746
               46000,341926
               46008,433107
               46016,524287
               46024, 91180
               46032,182361
               46040,273541
               46048,364722
               46056,455902
               46064, 22795
               46072,113975
               46080,205156
               46088,296336
               46096,387517
               46104,478697
               46112, 45590
               46120,136770
               46128,227951
               46136,319131
               46144,410312
               46152,501492
               46160, 68385
               46168,159565
               46176,250746
               46184,341926
               46192,433107
               46200,524287
               46208, 91180
               46216,182361
               46224,273541
               46232,364722
               46240,455902
               46248, 22795
               46256,113975
               46264,205156
               46272,296336
               46280,387517
               46288,478697
               46296, 45590
               46304,136770
               46312,227951
               46320,319131
               46328,410312
               46336,501492
               46344, 68385
               46352,159565
               46360,250746
               46368,341926
               46376,433107
               46384,524287
               46392, 91180
               46400,182361
               46408,273541
               46416,364722
               46424,455902
               46432, 22795
               46440,113975
               46448,205156
               46456,296336
               46464,387517
               46472,478697
               46480, 45590
               46488,136770
               46496,227951
               46504,319131
               46512,410312
               46520,501492
               46528, 68385
               46536,159565
               46544,250746
               46552,341926
               46560,433107
               46568,524287
               46576, 91180
               46584,182361
               46592,273541
               46600,364722
               46608,455902
               46616, 22795
               46624,113975
               46632,205156
               46640,296336
               46648,387517
               46656,478697
               46664, 45590
               46672,136770
               46680,227951
               46688,319131
               46696,410312
               46704,501492
               46712, 68385
               46720,159565
               46728,250746
               46736,341926
               46744,433107
               46752,524287
               46760, 91180
               46768,182361
               46776,273541
               46784,364722
               46792,455902
               46800, 22795
               46808,113975
               46816,205156
               46824,296336
               46832,387517
               46840,478697
               46848, 45590
               46856,136770
               46864,227951
               46872,319131
               46880,410312
               46888,501492
               46896, 68385
               46904,159565
               46912,250746
               46920,341926
               46928,433107
               46936,524287
               46944, 91180
               46952,182361
               46960,273541
               46968,364722
               46976,455902
               46984, 22795
               46992,113975
               47000,205156
               47008,296336
               47016,387517
               47024,478697
               47032, 45590
               47040,136770
               47048,227951
               47056,319131
               47064,410312
               47072,501492
               47080, 68385
               47088,159565
               47096,250746
               47104,341926
               47112,433107
               47120,524287
               47128, 91180
               47136,182361
               47144,273541
               47152,364722
               47160,455902
               47168, 22795
               47176,113975
               47184,205156
               47192,296336
               47200,387517
               47208,478697
               47216, 45590
               47224,136770
               47232,227951
               47240,319131
               47248,410312
               47256,501492
               47264, 68385
               47272,159565
               47280,250746
               47288,341926
               47296,433107
               47304,524287
               47312, 91180
               47320,182361
               47328,273541
               47336,364722
               47344,455902
               47352, 22795
               47360,113975
               47368,205156
               47376,296336
               47384,387517
               47392,478697
               47400, 45590
               47408,136770
               47416,227951
               47424,319131
               47432,410312
               47440,501492
               47448, 68385
               47456,159565
               47464,250746
               47472,341926
               47480,433107
               47488,524287
               47496, 91180
               47504,182361
               47512,273541
               47520,364722
               47528,455902
               47536, 22795
               47544,113975
               47552,205156
               47560,296336
               47568,387517
               47576,478697
               47584, 45590
               47592,136770
               47600,227951
               47608,319131
               47616,410312
               47624,501492
               47632, 68385
               47640,159565
               47648,250746
               47656,341926
               47664,433107
               47672,524287
               47680, 91180
               47688,182361
