  T [ns],  phasein,      xin,      yin,     xout,     yout, phaseout
    7550,    18868,    54272,      325,    86978,    20559,        0
    7570,    18921,    54272,      326,    86964,    20616,        0
    7590,    18974,    54272,      327,    86951,    20672,        0
    7610,    19027,    54272,      328,    86938,    20729,        0
    7630,    19080,    54272,      329,    86924,    20786,        0
    7650,    19133,    54272,      330,    86910,    20843,        0
    7670,    19186,    54272,      331,    86897,    20900,        0
    7690,    19239,    54272,      332,    86883,    20956,        0
    7710,    19292,    54272,      333,    86870,    21013,        0
    7730,    19345,    54272,      334,    86856,    21070,        0
    7750,    19398,    54272,      335,    86842,    21127,        0
    7770,    19451,    54272,      336,    86828,    21183,        0
    7790,    19504,    54272,      337,    86814,    21240,        0
    7810,    19557,    54272,      338,    86800,    21297,        0
    7830,    19610,    54272,      339,    86786,    21354,        0
    7850,    19663,    54272,      340,    86772,    21411,        0
    7870,    19716,    54272,      341,    86758,    21468,        0
    7890,    19769,    54272,      342,    86744,    21524,        0
    7910,    19822,    54272,      343,    86730,    21580,        0
    7930,    19875,    54272,      344,    86716,    21637,        0
    7950,    19928,    54272,      345,    86702,    21694,        0
    7970,    19981,    54272,      346,    86688,    21751,        0
    7990,    20034,    54272,      347,    86674,    21807,        0
    8010,    20087,    54272,      348,    86659,    21864,        0
    8030,    20140,    54272,      349,    86645,    21921,        0
    8050,    20193,    54272,      350,    86631,    21977,        0
    8070,    20246,    54272,      351,    86616,    22034,        0
    8090,    20299,    54272,      352,    86602,    22091,        0
    8110,    20352,    54272,      353,    86587,    22147,        0
    8130,    20405,    54272,      354,    86573,    22203,        0
    8150,    20458,    54272,      355,    86559,    22260,        0
    8170,    20511,    54272,      356,    86544,    22316,        0
    8190,    20564,    54272,      357,    86529,    22373,        0
    8210,    20617,    54272,      358,    86515,    22430,        0
    8230,    20670,    54272,      359,    86500,    22486,        0
    8250,    20723,    54272,      360,    86485,    22543,        0
    8270,    20776,    54272,      361,    86470,    22600,        0
    8290,    20829,    54272,      362,    86456,    22656,        0
    8310,    20882,    54272,      363,    86441,    22712,        0
    8330,    20935,    54272,      364,    86426,    22769,        0
    8350,    20988,    54272,      365,    86411,    22825,        0
    8370,    21041,    54272,      366,    86396,    22882,        0
    8390,    21094,    54272,      367,    86382,    22938,        0
    8410,    21147,    54272,      368,    86366,    22995,        0
    8430,    21200,    54272,      369,    86351,    23051,        0
    8450,    21253,    54272,      370,    86336,    23107,        0
    8470,    21306,    54272,      371,    86321,    23164,        0
    8490,    21359,    54272,      372,    86306,    23221,        0
    8510,    21412,    54272,      373,    86291,    23277,        0
    8530,    21465,    54272,      374,    86276,    23333,        0
    8550,    21518,    54272,      375,    86260,    23390,        0
    8570,    21571,    54272,      376,    86245,    23446,        0
    8590,    21624,    54272,      377,    86230,    23502,        0
    8610,    21677,    54272,      378,    86214,    23559,        0
    8630,    21730,    54272,      379,    86199,    23615,        0
    8650,    21783,    54272,      380,    86183,    23672,        0
    8670,    21836,    54272,      381,    86168,    23728,        0
    8690,    21889,    54272,      382,    86153,    23784,        0
    8710,    21942,    54272,      383,    86137,    23840,        0
    8730,    21995,    54272,      384,    86121,    23897,        0
    8750,    22048,    54272,      385,    86106,    23953,        0
    8770,    22101,    54272,      386,    86090,    24009,        0
    8790,    22154,    54272,      387,    86074,    24066,        0
    8810,    22207,    54272,      388,    86058,    24122,        0
    8830,    22260,    54272,      389,    86043,    24178,        0
    8850,    22313,    54272,      390,    86027,    24234,        0
    8870,    22366,    54272,      391,    86011,    24291,        0
    8890,    22419,    54272,      392,    85995,    24347,        0
    8910,    22472,    54272,      393,    85979,    24403,        0
    8930,    22525,    54272,      394,    85964,    24459,        0
    8950,    22578,    54272,      395,    85947,    24516,        0
    8970,    22631,    54272,      396,    85932,    24571,        0
    8990,    22684,    54272,      397,    85915,    24628,        0
    9010,    22737,    54272,      398,    85899,    24684,        0
    9030,    22790,    54272,      399,    85883,    24740,        0
    9050,    22843,    54272,      400,    85867,    24796,        0
    9070,    22896,    54272,      401,    85851,    24852,        0
    9090,    22949,    54272,      402,    85835,    24908,        0
    9110,    23002,    54272,      403,    85818,    24965,        0
    9130,    23055,    54272,      404,    85802,    25021,        0
    9150,    23108,    54272,      405,    85786,    25076,        0
    9170,    23161,    54272,      406,    85769,    25132,        0
    9190,    23214,    54272,      407,    85753,    25189,        0
    9210,    23267,    54272,      408,    85736,    25245,        0
    9230,    23320,    54272,      409,    85720,    25301,        0
    9250,    23373,    54272,      410,    85703,    25357,        0
    9270,    23426,    54272,      411,    85686,    25413,        0
    9290,    23479,    54272,      412,    85670,    25469,        0
    9310,    23532,    54272,      413,    85654,    25525,        0
    9330,    23585,    54272,      414,    85637,    25581,        0
    9350,    23638,    54272,      415,    85620,    25637,        0
    9370,    23691,    54272,      416,    85603,    25693,        0
    9390,    23744,    54272,      417,    85586,    25749,        0
    9410,    23797,    54272,      418,    85569,    25805,        0
    9430,    23850,    54272,      419,    85553,    25861,        0
    9450,    23903,    54272,      420,    85536,    25916,        0
    9470,    23956,    54272,      421,    85519,    25972,        0
    9490,    24009,    54272,      422,    85502,    26029,        0
    9510,    24062,    54272,      423,    85485,    26084,        0
    9530,    24115,    54272,      424,    85468,    26140,        0
    9550,    24168,    54272,      425,    85451,    26195,        0
    9570,    24221,    54272,      426,    85433,    26252,        0
    9590,    24274,    54272,      427,    85416,    26308,        0
    9610,    24327,    54272,      428,    85399,    26363,        0
    9630,    24380,    54272,      429,    85382,    26419,        0
    9650,    24433,    54272,      430,    85365,    26475,        0
    9670,    24486,    54272,      431,    85347,    26531,        0
    9690,    24539,    54272,      432,    85330,    26586,        0
    9710,    24592,    54272,      433,    85313,    26642,        0
    9730,    24645,    54272,      434,    85295,    26698,        0
    9750,    24698,    54272,      435,    85278,    26754,        0
    9770,    24751,    54272,      436,    85260,    26809,        0
    9790,    24804,    54272,      437,    85243,    26866,        0
    9810,    24857,    54272,      438,    85225,    26921,        0
    9830,    24910,    54272,      439,    85208,    26977,        0
    9850,    24963,    54272,      440,    85190,    27032,        0
    9870,    25016,    54272,      441,    85172,    27088,        0
