  T [ns],  phasein,      xin,      yin,     xout,     yout, phaseout,mag_in,mag_out,Ratio,Error
40150,0,-54957,-48722,120946,0,322668,73444.5718416276,120946,1.64676567603665,-0.00000567603665
40170,0,-54859,-48828,120941,0,322832,73441.701130897,120941,1.64676196408419,-0.00000196408419
40190,0,-54761,-48934,120937,0,322996,73439.1140809855,120937,1.64676550790953,-0.00000550790953
40210,0,-54663,-49039,120932,0,323159,73436.1429406529,120932,1.64676404774868,-0.00000404774868
40230,0,-54565,-49144,120928,0,323322,73433.4526016583,120928,1.64676990820488,-0.00000990820488
40250,0,-54467,-49249,120924,0,323485,73431.0430948655,120924,1.64676947110473,-0.00000947110473
40270,0,-54368,-49354,120919,0,323650,73428.1740206033,120919,1.64676572191583,-0.00000572191583
40290,0,-54269,-49459,120915,0,323813,73425.588468871,120915,1.64676923292569,-0.00000923292569
40310,0,-54170,-49563,120910,0,323977,73422.6114286328,120910,1.64676790497332,-0.00000790497332
40330,0,-54071,-49667,120905,0,324140,73419.9150775864,120905,1.64676028121571,-0.00000028121571
40350,0,-53971,-49771,120900,0,324303,73416.764311702,120900,1.64676284951351,-0.00000284951351
40370,0,-53871,-49875,120895,0,324468,73413.8969541871,120895,1.64675906082799,0.00000093917201
40390,0,-53771,-49979,120891,0,324632,73411.3130382504,120891,1.6467625355919,-0.0000025355919
40410,0,-53671,-50083,120887,0,324796,73409.0125938226,120887,1.646759651555,0.000000348445
40430,0,-53571,-50186,120883,0,324959,73406.3119697482,120883,1.6467657447471,-0.0000057447471
40450,0,-53470,-50289,120878,0,325123,73403.1635626149,120878,1.6467682608378,-0.0000082608378
40470,0,-53369,-50392,120873,0,325287,73400.2985348152,120873,1.64676441939357,-0.00000441939357
40490,0,-53268,-50495,120869,0,325450,73397.7169195337,120869,1.64676784337188,-0.00000784337188
40510,0,-53167,-50598,120865,0,325615,73395.4187466766,120865,1.6467649080001,-0.0000049080001
40530,0,-53066,-50700,120860,0,325778,73392.7132350344,120860,1.64675748684962,0.00000251315038
40550,0,-52964,-50802,120855,0,325942,73389.5666971811,120855,1.64675996110823,0.00000003889177
40570,0,-52862,-50904,120851,0,326106,73386.7035640653,120851,1.64676970255925,-0.00000970255925
40590,0,-52760,-51006,120846,0,326270,73384.1238688587,120846,1.64675945734473,0.00000054265527
40610,0,-52658,-51108,120843,0,326434,73381.8276414536,120843,1.64677010486089,-0.00001010486089
40630,0,-52556,-51209,120838,0,326597,73379.1170361159,120838,1.6467627968394,-0.0000027968394
40650,0,-52453,-51310,120833,0,326761,73375.9722865735,120833,1.64676523164941,-0.00000523164941
40670,0,-52350,-51411,120828,0,326925,73373.1110216815,120828,1.64676130420987,-0.00000130420987
40690,0,-52247,-51512,120824,0,327089,73370.5332746056,120824,1.64676464252739,-0.00000464252739
40710,0,-52144,-51613,120820,0,327253,73368.2390752293,120820,1.64676161678237,-0.00000161678237
40730,0,-52041,-51713,120816,0,327416,73365.5235788582,120816,1.64676804725777,-0.00000804725777
40750,0,-51937,-51813,120810,0,327581,73362.38094555,120810,1.64675680427638,0.00000319572362
40770,0,-51833,-51913,120806,0,327744,73359.5219313758,120806,1.64676645675265,-0.00000645675265
40790,0,-51729,-52013,120802,0,327908,73356.9465694967,120802,1.64676974232502,-0.00000974232502
40810,0,-51625,-52113,120798,0,328072,73354.6548897887,120798,1.64676665961407,-0.00000665961407
40830,0,-51521,-52212,120793,0,328236,73351.935114215,120793,1.64675955463091,0.00000044536909
40850,0,-51417,-52311,120789,0,328399,73349.4963172891,120789,1.64675977429349,0.00000022570651
40870,0,-51312,-52410,120785,0,328563,73346.6389413994,120785,1.6467693917986,-0.0000093917986
40890,0,-51207,-52509,120780,0,328727,73344.0654040939,120780,1.64675900271624,0.00000099728376
40910,0,-51102,-52608,120777,0,328892,73341.775735252,120777,1.6467695087719,-0.0000095087719
40930,0,-50997,-52706,120772,0,329055,73339.0512960183,120772,1.64676250736498,-0.00000250736498
40950,0,-50892,-52804,120768,0,329218,73336.6080480956,120768,1.64676282711082,-0.00000282711082
40970,0,-50786,-52902,120763,0,329382,73333.7534836449,120763,1.64675874700636,0.00000125299364
40990,0,-50680,-53000,120759,0,329547,73331.1829987762,120759,1.6467619239419,-0.0000019239419
41010,0,-50574,-53097,120754,0,329710,73328.1725191621,120754,1.6467613449448,-0.0000013449448
41030,0,-50468,-53194,120750,0,329874,73325.4434695079,120750,1.64676808330813,-0.00000808330813
41050,0,-50362,-53291,120746,0,330037,73322.9958812377,120746,1.6467685007794,-0.0000085007794
41070,0,-50255,-53388,120741,0,330202,73320.1443601961,120741,1.64676435178362,-0.00000435178362
41090,0,-50148,-53485,120737,0,330366,73317.5772171994,120737,1.64676745444442,-0.00000745444442
41110,0,-50041,-53581,120732,0,330530,73314.563641885,120732,1.64676694510155,-0.00000694510155
41130,0,-49934,-53677,120728,0,330693,73311.831821337,120728,1.64677374716564,-0.00001374716564
41150,0,-49827,-53773,120723,0,330857,73309.3817870537,120723,1.64676057903027,-0.00000057903027
41170,0,-49719,-53869,120719,0,331021,73306.5353293961,120719,1.64676995656063,-0.00000995656063
41190,0,-49611,-53965,120714,0,331186,73303.9736030728,120714,1.64675929648294,0.00000070351706
41210,0,-49503,-54060,120710,0,331349,73300.9591274221,120710,1.64677244932314,-0.00001244932314
41230,0,-49395,-54155,120705,0,331513,73298.2267861918,120705,1.64676562165811,-0.00000562165811
41250,0,-49287,-54250,120701,0,331677,73295.7766109344,120701,1.64676609732509,-0.00000609732509
41270,0,-49179,-54345,120697,0,331840,73293.6086299481,120697,1.64676023266076,-0.00000023266076
41290,0,-49070,-54440,120693,0,332005,73291.0533421372,120693,1.64676306992862,-0.00000306992862
41310,0,-48961,-54534,120688,0,332169,73288.0391128048,120688,1.64676257491672,-0.00000257491672
41330,0,-48852,-54628,120684,0,332333,73285.3074497201,120684,1.64676937574151,-0.00000937574151
41350,0,-48743,-54722,120680,0,332497,73282.8583844817,120680,1.64676982667416,-0.00000982667416
41370,0,-48634,-54816,120676,0,332661,73280.6919454231,120676,1.64676392643611,-0.00000392643611
41390,0,-48524,-54909,120670,0,332824,73277.3966308847,120670,1.64675610144616,0.00000389855384
41410,0,-48414,-55002,120666,0,332988,73274.3843372293,120666,1.64676920988733,-0.00000920988733
41430,0,-48304,-55095,120661,0,333152,73271.6550993629,120661,1.64676230987785,-0.00000230987785
41450,0,-48194,-55188,120657,0,333316,73269.2089489166,120657,1.64676269514691,-0.00000269514691
41470,0,-48084,-55281,120654,0,333481,73267.0459142444,120654,1.64677036578245,-0.00001036578245
41490,0,-47974,-55373,120649,0,333644,73264.4102207886,120649,1.64676136252805,-0.00000136252805
41510,0,-47863,-55465,120644,0,333808,73261.4018020403,120644,1.64676073665629,-0.00000073665629
41530,0,-47752,-55557,120640,0,333972,73258.6769809556,120640,1.64676738608536,-0.00000738608536
41550,0,-47641,-55649,120636,0,334136,73256.2357891804,120636,1.64676766012345,-0.00000766012345
41570,0,-47530,-55741,120632,0,334301,73254.0782550705,120632,1.64676155749254,-0.00000155749254
41590,0,-47419,-55832,120628,0,334464,73251.4422042324,120628,1.64676621196996,-0.00000621196996
41610,0,-47307,-55923,120623,0,334628,73248.4414714743,120623,1.64676541339074,-0.00000541339074
41630,0,-47195,-56014,120618,0,334793,73245.7249332683,120618,1.64675822527378,0.00000177472622
41650,0,-47083,-56105,120614,0,334957,73243.292621236,120614,1.64675829940815,0.00000170059185
41670,0,-46971,-56195,120609,0,335121,73240.3772928567,120609,1.64675558015951,0.00000441984049
41690,0,-46859,-56285,120605,0,335285,73237.7437254862,120605,1.64676017945144,-0.00000017945144
41710,0,-46747,-56375,120601,0,335448,73235.3919495212,120601,1.64675844273663,0.00000155726337
41730,0,-46634,-56465,120597,0,335613,73232.6851958878,120597,1.64676468816375,-0.00000468816375
41750,0,-46521,-56555,120593,0,335777,73230.2633205699,120593,1.64676452783048,-0.00000452783048
41770,0,-46408,-56644,120588,0,335941,73227.3528130029,120588,1.6467616999339,-0.0000016999339
41790,0,-46295,-56733,120584,0,336105,73224.7247451296,120584,1.64676617658464,-0.00000617658464
41810,0,-46182,-56822,120580,0,336269,73222.3791473618,120580,1.64676430080659,-0.00000430080659
41830,0,-46069,-56911,120577,0,336433,73220.3160468459,120577,1.64676972881209,-0.00000972881209
41850,0,-45955,-56999,120571,0,336597,73217.1293209451,120571,1.64675945531107,0.00000054468893
41870,0,-45841,-57087,120566,0,336761,73214.2257351671,120566,1.64675647101856,0.00000352898144
41890,0,-45727,-57175,120562,0,336925,73211.6053232,120562,1.6467607760787,-0.0000007760787
41910,0,-45613,-57263,120558,0,337089,73209.2681154511,120558,1.64675871106756,0.00000128893244
41930,0,-45499,-57351,120555,0,337254,73207.2141390451,120555,1.64676393464482,-0.00000393464482
41950,0,-45384,-57438,120550,0,337418,73204.0388230048,120550,1.64676706283201,-0.00000706283201
41970,0,-45269,-57525,120545,0,337582,73201.1474363619,120545,1.64676380387066,-0.00000380387066
41990,0,-45154,-57612,120541,0,337746,73198.5400127625,120541,1.64676781775952,-0.00000781775952
42010,0,-45039,-57699,120537,0,337911,73196.216582553,120537,1.64676544263807,-0.00000544263807
42030,0,-44924,-57785,120532,0,338074,73193.3876863204,120532,1.64676077730621,-0.00000077730621
42050,0,-44809,-57871,120528,0,338238,73190.8404241952,120528,1.64676343790358,-0.00000343790358
42070,0,-44693,-57957,120523,0,338403,73187.9641607826,120523,1.64675983793223,0.00000016206777
42090,0,-44577,-58043,120519,0,338568,73185.3727052066,120519,1.64676349310203,-0.00000349310203
42110,0,-44461,-58129,120515,0,338732,73183.0660877228,120515,1.64676073909696,-0.00000073909696
42130,0,-44345,-58214,120511,0,338896,73180.2488448898,120511,1.64676947540081,-0.00000947540081
42150,0,-44229,-58299,120506,0,339060,73177.7141075068,120506,1.6467581895625,0.0000018104375
42170,0,-44113,-58384,120503,0,339224,73175.4619049309,120503,1.64676787632112,-0.00000787632112
42190,0,-43996,-58469,120498,0,339389,73172.8909979645,120498,1.64675740368591,0.00000259631409
42210,0,-43879,-58553,120493,0,339553,73169.8055894643,120493,1.64675850959688,0.00000149040312
42230,0,-43762,-58637,120489,0,339717,73167.0035808492,120489,1.6467669045222,-0.0000069045222
42250,0,-43645,-58721,120485,0,339881,73164.4850046797,120485,1.64676892063538,-0.00000892063538
42270,0,-43528,-58805,120481,0,340046,73162.2498902269,120481,1.64676455659538,-0.00000455659538
42290,0,-43411,-58889,120478,0,340210,73160.2982634707,120478,1.64676747989907,-0.00000747989907
42310,0,-43293,-58972,120473,0,340374,73157.2322672202,120473,1.64676814945582,-0.00000814945582
42330,0,-43175,-59055,120468,0,340539,73154.450650661,120468,1.6467624174403,-0.0000024174403
42350,0,-43057,-59138,120464,0,340703,73151.9534462341,120464,1.64676395263374,-0.00000395263374
42370,0,-42939,-59221,120460,0,340868,73149.7406830674,120460,1.64675908451831,0.00000091548169
42390,0,-42821,-59303,120456,0,341032,73147.0016473676,120456,1.64676606405144,-0.00000606405144
42410,0,-42703,-59385,120452,0,341196,73144.5448000054,120452,1.64676669093156,-0.00000669093156
42430,0,-42585,-59467,120448,0,341360,73142.3701694169,120448,1.64676096387102,-0.00000096387102
42450,0,-42466,-59549,120444,0,341524,73139.8971629028,120444,1.64676195444653,-0.00000195444653
42470,0,-42347,-59630,120439,0,341689,73136.8943078663,120439,1.64676120226021,-0.00000120226021
42490,0,-42228,-59711,120435,0,341853,73134.1746723103,120435,1.64676774626403,-0.00000774626403
42510,0,-42109,-59792,120430,0,342017,73131.7382878323,120430,1.64675423857711,0.00000576142289
42530,0,-41990,-59873,120427,0,342181,73129.5851827426,120427,1.64676169978356,-0.00000169978356
42550,0,-41871,-59954,120424,0,342346,73127.7153820629,120424,1.64676278167358,-0.00000278167358
42570,0,-41751,-60034,120419,0,342511,73124.7369704671,120419,1.646761478932,-0.000001478932
42590,0,-41631,-60114,120415,0,342675,73122.0428940549,120415,1.64676744842136,-0.00000744842136
42610,0,-41511,-60194,120411,0,342840,73119.633184255,120411,1.64676701395062,-0.00000701395062
42630,0,-41391,-60274,120407,0,343004,73117.5078691827,120407,1.64676017425847,-0.00000017425847
42650,0,-41271,-60353,120403,0,343168,73114.8415166169,120403,1.64676551986556,-0.00000551986556
42670,0,-41151,-60432,120399,0,343332,73112.4573858655,120399,1.64676450915294,-0.00000450915294
42690,0,-41030,-60511,120394,0,343497,73109.7942891375,120394,1.64675610389302,0.00000389610698
42710,0,-40909,-60590,120391,0,343662,73107.4167304522,120391,1.64676862326955,-0.00000862326955
42730,0,-40788,-60668,120386,0,343826,73104.4948549677,120386,1.64676604685983,-0.00000604685983
42750,0,-40667,-60746,120381,0,343990,73101.8563717776,120381,1.64675708627388,0.00000291372612
42770,0,-40546,-60824,120378,0,344155,73099.5013115685,120378,1.64676910020109,-0.00000910020109
42790,0,-40425,-60902,120374,0,344319,73097.4297017344,120374,1.64676104879709,-0.00000104879709
42810,0,-40304,-60979,120370,0,344483,73094.8073189881,120370,1.64676540530029,-0.00000540530029
42830,0,-40182,-61056,120365,0,344647,73091.9165161237,120365,1.6467621282505,-0.0000021282505
42850,0,-40060,-61133,120361,0,344812,73089.3103606813,120361,1.64676611950561,-0.00000611950561
42870,0,-39938,-61210,120357,0,344977,73086.9888831111,120357,1.6467636967845,-0.0000036967845
42890,0,-39816,-61287,120354,0,345141,73084.9521105405,120354,1.64676854160027,-0.00000854160027
42910,0,-39694,-61363,120349,0,345306,73082.3604230186,120349,1.64675852426482,0.00000147573518
42930,0,-39572,-61439,120345,0,345469,73080.0513478199,120345,1.64675582160206,0.00000417839794
42950,0,-39450,-61515,120342,0,345634,73078.0249117339,120342,1.64676043373303,-0.00000043373303
42970,0,-39327,-61591,120338,0,345799,73075.7429657749,120338,1.64675711961438,0.00000288038562
42990,0,-39204,-61666,120334,0,345963,73072.9031310513,120334,1.64676637773908,-0.00000637773908
43010,0,-39081,-61741,120330,0,346128,73070.3472141744,120330,1.64676923796878,-0.00000923796878
43030,0,-38958,-61816,120326,0,346292,73068.0752449385,120326,1.64676569892725,-0.00000569892725
43050,0,-38835,-61891,120323,0,346456,73066.0872498316,120323,1.64676944570174,-0.00000944570174
43070,0,-38712,-61965,120318,0,346620,73063.5351526327,120318,1.64675853349623,0.00000146650377
43090,0,-38588,-62039,120314,0,346785,73060.736822181,120314,1.64676685772861,-0.00000685772861
43110,0,-38464,-62113,120310,0,346950,73058.2238012943,120310,1.64676875155386,-0.00000875155386
43130,0,-38340,-62187,120306,0,347115,73055.9961194151,120306,1.64676421362254,-0.00000421362254
43150,0,-38216,-62260,120302,0,347279,73053.2015451753,120302,1.64677245425865,-0.00001245425865
43170,0,-38092,-62333,120297,0,347443,73050.6902979021,120297,1.64676061936481,-0.00000061936481
43190,0,-37968,-62406,120294,0,347608,73048.4624068159,120294,1.64676977497579,-0.00000977497579
43210,0,-37844,-62479,120290,0,347773,73046.5178978437,120290,1.64675885260166,0.00000114739834
43230,0,-37719,-62551,120285,0,347937,73043.4840488869,120285,1.64675879808109,0.00000120191891
43250,0,-37594,-62623,120281,0,348102,73040.734970289,120281,1.64676601418273,-0.00000601418273
43270,0,-37469,-62695,120277,0,348267,73038.2706942052,120277,1.64676680946586,-0.00000680946586
43290,0,-37344,-62767,120273,0,348432,73036.0912494638,120273,1.64676118262124,-0.00000118262124
43310,0,-37219,-62838,120269,0,348596,73033.3362581773,120269,1.64676853286343,-0.00000853286343
43330,0,-37094,-62909,120265,0,348760,73030.8641397594,120265,1.64676950514851,-0.00000950514851
43350,0,-36969,-62980,120261,0,348924,73028.6749229369,120261,1.64676409816972,-0.00000409816972
43370,0,-36843,-63051,120257,0,349090,73026.2641109348,120257,1.64676368788792,-0.00000368788792
43390,0,-36717,-63121,120252,0,349254,73023.2752620697,120252,1.64676261874633,-0.00000261874633
43410,0,-36591,-63191,120248,0,349419,73020.5708139836,120248,1.64676883047554,-0.00000883047554
43430,0,-36465,-63261,120244,0,349584,73018.1507982776,120244,1.64676862787432,-0.00000862787432
43450,0,-36339,-63331,120240,0,349749,73016.0152432328,120240,1.64676200966943,-0.00000200966943
43470,0,-36213,-63400,120236,0,349912,73013.2958371282,120236,1.64676855936229,-0.00000855936229
43490,0,-36087,-63469,120231,0,350076,73010.8589868658,120231,1.64675503984454,0.00000496015546
43510,0,-35961,-63538,120228,0,350241,73008.7047207386,120228,1.64676253961603,-0.00000253961603
43530,0,-35834,-63607,120224,0,350406,73006.3422244944,120224,1.64676103933972,-0.00000103933972
43550,0,-35707,-63675,120219,0,350570,73003.393578655,120219,1.64675906292595,0.00000093707405
43570,0,-35580,-63743,120215,0,350735,73000.7290990987,120215,1.64676437459697,-0.00000437459697
43590,0,-35453,-63811,120211,0,350900,72998.3488169424,120211,1.64676327544685,-0.00000327544685
43610,0,-35326,-63879,120207,0,351064,72996.2527599876,120207,1.64675576423411,0.00000423576589
43630,0,-35199,-63946,120203,0,351228,72993.564901298,120203,1.64676160374601,-0.00000160374601
43650,0,-35072,-64013,120199,0,351393,72991.1594167403,120199,1.64676107299143,-0.00000107299143
43670,0,-34944,-64080,120195,0,351558,72988.5575689779,120195,1.64676497252887,-0.00000497252887
43690,0,-34816,-64147,120191,0,351723,72986.2416144303,120191,1.64676242181289,-0.00000242181289
43710,0,-34688,-64213,120186,0,351887,72983.3317477354,120186,1.64675956991686,0.00000043008314
43730,0,-34560,-64279,120182,0,352052,72980.7059502715,120182,1.64676401022883,-0.00000401022883
43750,0,-34432,-64345,120178,0,352217,72978.3642527016,120178,1.64676204010082,-0.00000204010082
43770,0,-34304,-64411,120175,0,352381,72976.3066823747,120175,1.6467673613993,-0.0000073613993
43790,0,-34176,-64476,120171,0,352546,72973.6497100152,120171,1.64677250593247,-0.00001250593247
43810,0,-34048,-64541,120166,0,352710,72971.2750676593,120166,1.64675757534155,0.00000242465845
43830,0,-33919,-64606,120162,0,352875,72968.7179344683,120162,1.64676046669636,-0.00000046669636
43850,0,-33790,-64671,120158,0,353040,72966.4466792786,120158,1.64675690633738,0.00000309366262
43870,0,-33661,-64735,120154,0,353204,72963.5741037951,120154,1.64676691727126,-0.00000691727126
43890,0,-33532,-64799,120149,0,353369,72960.9856361604,120149,1.6467568105392,0.0000031894608
43910,0,-33403,-64863,120146,0,353534,72958.6813066135,120146,1.64676770259976,-0.00000770259976
43930,0,-33274,-64927,120142,0,353699,72956.661142078,120142,1.64675847440485,0.00000152559515
43950,0,-33145,-64990,120138,0,353863,72954.0343298436,120138,1.6467629392067,-0.0000029392067
43970,0,-33016,-65053,120134,1,354027,72951.6899393016,120134.000004162,1.64676102917037,-0.00000102917037
43990,0,-32886,-65116,120130,0,354192,72949.1771852157,120130,1.64676291954594,-0.00000291954594
44010,0,-32756,-65179,120127,0,354357,72946.9504297472,120127,1.64677206233166,-0.00001206233166
44030,0,-32627,-65241,120123,0,354521,72944.5625800854,120123,1.64677113346341,-0.00001113346341
44050,0,-32498,-65303,120119,0,354685,72942.4554906126,120119,1.64676386601023,-0.00000386601023
44070,0,-32369,-65365,120116,0,354849,72940.6291856603,120116,1.64676396873766,-0.00000396873766
44090,0,-32240,-65427,120113,0,355012,72939.0836863201,120113,1.64675773165118,0.00000226834882
44110,0,-32111,-65488,120110,0,355176,72936.9211373773,120110,1.64676542589139,-0.00000542589139
44130,0,-31982,-65549,120107,0,355339,72935.0377047959,120107,1.64676681852325,-0.00000681852325
44150,0,-31852,-65609,120102,0,355503,72932.0970835201,120102,1.64676465922078,-0.00000465922078
44170,0,-31722,-65669,120097,0,355666,72929.4374378412,120097,1.64675615525432,0.00000384474568
44190,0,-31592,-65728,120092,0,355830,72926.1575019554,120092,1.6467616574585,-0.0000016574585
44210,0,-31462,-65787,120087,0,355993,72923.15690506,120087,1.64676085206162,-0.00000085206162
44230,0,-31332,-65846,120083,0,356156,72920.4356816387,120083,1.64676745109241,-0.00000745109241
44250,0,-31202,-65905,120079,0,356320,72917.9938629691,120079,1.64676774056151,-0.00000774056151
44270,0,-31072,-65963,120074,0,356483,72914.926818862,120074,1.64676843601986,-0.00000843601986
44290,0,-30942,-66021,120069,0,356646,72912.1375698176,120069,1.64676285735042,-0.00000285735042
44310,0,-30812,-66079,120065,0,356808,72909.626147718,120065,1.64676471878683,-0.00000471878683
44330,0,-30681,-66137,120061,0,356972,72906.9717516782,120061,1.64676980973684,-0.00000980973684
44350,0,-30550,-66194,120055,0,357136,72903.6908256365,120055,1.64676161989021,-0.00000161989021
44370,0,-30419,-66251,120050,0,357299,72900.6897223888,120050,1.64676082568161,-0.00000082568161
44390,0,-30288,-66308,120046,0,357463,72897.9684764946,120046,1.6467674272529,-0.0000074272529
44410,0,-30157,-66365,120042,0,357626,72895.5271192959,120042,1.64676770638543,-0.00000770638543
44430,0,-30026,-66421,120037,0,357789,72892.4544586063,120037,1.64676852894514,-0.00000852894514
44450,0,-29895,-66477,120032,0,357952,72889.6601309129,120032,1.64676306329893,-0.00000306329893
44470,0,-29764,-66533,120028,0,358116,72887.1441682276,120028,1.64676502790353,-0.00000502790353
44490,0,-29633,-66589,120024,0,358279,72884.9065993776,120024,1.64676070259278,-0.00000070259278
44510,0,-29501,-66644,120019,0,358442,72881.6282543139,120019,1.64676617241871,-0.00000617241871
44530,0,-29369,-66699,120014,0,358606,72878.6303521135,120014,1.6467653058263,-0.0000053058263
44550,0,-29237,-66754,120009,0,358770,72875.9129273864,120009,1.64675810126148,0.00000189873852
44570,0,-29105,-66809,120006,0,358934,72873.4760115091,120006,1.6467720022172,-0.0000120022172
44590,0,-28973,-66863,120000,0,359097,72870.4020710741,120000,1.64675913113472,0.00000086886528
44610,0,-28841,-66917,119996,0,359260,72867.6071378771,119996,1.64676740067707,-0.00000740067707
44630,0,-28709,-66971,119992,0,359423,72865.0912440244,119992,1.6467693644704,-0.0000093644704
44650,0,-28577,-67025,119988,0,359587,72862.8544184209,119988,1.64676502118568,-0.00000502118568
44670,0,-28445,-67078,119983,0,359750,72859.9760430924,119983,1.64676145280417,-0.00000145280417
44690,0,-28312,-67131,119978,0,359913,72856.9866587961,119978,1.64676039323286,-0.00000039323286
44710,0,-28179,-67184,119974,0,360077,72854.2785085406,119974,1.64676670273985,-0.00000670273985
44730,0,-28046,-67237,119970,0,360241,72851.851623689,119970,1.64676665487785,-0.00000665487785
44750,0,-27913,-67289,119965,0,360405,72848.7823508396,119965,1.64676740130327,-0.00000740130327
44770,0,-27780,-67341,119960,0,360568,72845.992895972,119960,1.64676182218162,-0.00000182218162
44790,0,-27647,-67393,119956,0,360732,72843.483291232,119956,1.64676364418777,-0.00000364418777
44810,0,-27514,-67444,119951,0,360895,72840.3276489061,119951,1.64676634320166,-0.00000634320166
44830,0,-27381,-67495,119946,0,361058,72837.450435885,119946,1.64676274749048,-0.00000274749048
44850,0,-27248,-67546,119942,0,361221,72834.8516851651,119942,1.64676658529435,-0.00000658529435
44870,0,-27115,-67597,119938,0,361384,72832.5314265542,119938,1.6467641265627,-0.0000041265627
44890,0,-26981,-67647,119933,0,361548,72829.1903703453,119933,1.64677101846287,-0.00001101846287
44910,0,-26847,-67697,119927,0,361712,72826.1300495914,119927,1.64675783154116,0.00000216845884
44930,0,-26713,-67747,119923,0,361876,72823.3504996852,119923,1.64676575819618,-0.00000575819618
44950,0,-26579,-67797,119919,0,362040,72820.8517527775,119919,1.64676733536595,-0.00000733536595
44970,0,-26445,-67846,119913,0,362203,72817.7021128791,119913,1.64675616670951,0.00000383329049
44990,0,-26311,-67895,119909,0,362367,72814.83190944,119909,1.64676614441864,-0.00000614441864
45010,0,-26177,-67944,119905,0,362530,72812.2411755057,119905,1.64676980222299,-0.00000980222299
45030,0,-26043,-67993,119901,0,362694,72809.9299409085,119901,1.64676713873108,-0.00000713873108
45050,0,-25909,-68041,119896,0,362857,72806.9636916689,119896,1.6467655553904,-0.0000055553904
45070,0,-25775,-68089,119891,0,363020,72804.2756024672,119891,1.64675768020329,0.00000231979671
45090,0,-25641,-68137,119888,0,363183,72801.865704115,119888,1.64677098368955,-0.00001098368955
45110,0,-25506,-68185,119883,0,363347,72799.3836581052,119883,1.64675844733821,0.00000155266179
45130,0,-25371,-68232,119878,0,363511,72796.246228772,119878,1.64676073575645,-0.00000073575645
45150,0,-25236,-68279,119873,0,363675,72793.3893770581,119873,1.64675667702567,0.00000332297433
45170,0,-25101,-68326,119869,0,363839,72790.8131359995,119869,1.6467600076955,-0.0000000076955
45190,0,-24966,-68373,119865,0,364003,72788.5175353915,119865,1.64675698940728,0.00000301059272
45210,0,-24831,-68419,119861,0,364166,72785.5625931407,119861,1.64676888835775,-0.00000888835775
45230,0,-24696,-68465,119856,0,364330,72782.8870064935,119856,1.64676072809954,-0.00000072809954
45250,0,-24561,-68511,119852,0,364493,72780.4908062593,119852,1.64675998570887,0.00000001429113
45270,0,-24426,-68556,119847,0,364656,72777.4320239454,119847,1.64676049521186,-0.00000049521186
45290,0,-24291,-68601,119843,0,364819,72774.6513698279,119843,1.64676845225928,-0.00000845225928
45310,0,-24156,-68646,119839,0,364982,72772.148875789,119839,1.64677011537129,-0.00001011537129
45330,0,-24020,-68691,119834,0,365147,72769.5944814866,119834,1.64675921109451,0.00000078890549
45350,0,-23884,-68735,119829,0,365310,72766.3774074263,119829,1.64676330290658,-0.00000330290658
45370,0,-23748,-68779,119824,0,365474,72763.4409920257,119824,1.64676104327078,-0.00000104327078
45390,0,-23612,-68823,119820,0,365638,72760.7852692644,119820,1.64676617434219,-0.00000617434219
45410,0,-23476,-68867,119816,0,365802,72758.4102698788,119816,1.64676495205947,-0.00000495205947
45430,0,-23340,-68910,119811,0,365966,72755.3688740563,119811,1.64676506839515,-0.00000506839515
45450,0,-23204,-68953,119806,0,366129,72752.6069979626,119806,1.64675885777337,0.00000114222663
45470,0,-23068,-68996,119802,0,366293,72750.1246734327,119802,1.64676006450543,-0.00000006450543
45490,0,-22932,-69039,119799,0,366456,72747.9219290833,119799,1.64676868868891,-0.00000868868891
45510,0,-22796,-69081,119794,0,366620,72745.0491580011,119794,1.64676498794866,-0.00000498794866
45530,0,-22660,-69123,119790,0,366783,72742.4547908579,119790,1.64676873147062,-0.00000873147062
45550,0,-22523,-69165,119785,0,366947,72739.8292134371,119785,1.64675943420929,0.00000056579071
45570,0,-22386,-69206,119780,0,367111,72736.5343689126,119780,1.64676528843796,-0.00000528843796
45590,0,-22249,-69247,119775,0,367275,72733.5205390197,119775,1.64676478070031,-0.00000478070031
45610,0,-22112,-69288,119771,0,367439,72730.7877586927,119771,1.64677165875582,-0.00001165875582
45630,0,-21975,-69329,119766,0,367603,72728.336059613,119766,1.64675842304204,0.00000157695796
45650,0,-21838,-69369,119761,0,367767,72725.2116188052,119761,1.64676041958787,-0.00000041958787
45670,0,-21701,-69409,119757,0,367930,72722.3671369408,119757,1.6467698276995,-0.0000098276995
45690,0,-21564,-69449,119752,0,368095,72719.8026468719,119752,1.64675914456915,0.00000085543085
45710,0,-21427,-69489,119749,0,368258,72717.5181782217,119749,1.64676962305713,-0.00000962305713
45730,0,-21290,-69528,119744,0,368421,72714.5575796209,119744,1.64676790983543,-0.00000790983543
45750,0,-21153,-69567,119739,0,368585,72711.8759075847,119739,1.64675987939282,0.00000012060718
45770,0,-21016,-69606,119735,0,368748,72709.4731929753,119735,1.64675928378983,0.00000071621017
45790,0,-20879,-69645,119732,0,368912,72707.3494634483,119732,1.64676612314402,-0.00000612314402
45810,0,-20741,-69683,119727,0,369076,72704.261016807,119727,1.64676730532097,-0.00000730532097
45830,0,-20603,-69721,119722,0,369240,72701.4542495541,119722,1.64676210724814,-0.00000210724814
45850,0,-20465,-69759,119718,0,369405,72698.9291943148,119718,1.64676428286872,-0.00000428286872
