  T [ns],  phasein,      xin,      yin,     xout,     yout, phaseout,mag_in,mag_out,Ratio,Error
31370,81991,54272,0,49590,74353,0,54272,89373.020028418,1.64676112965098,-0.00000112965098
31390,82044,54272,0,49543,74385,0,54272,89373.5815216107,1.64677147556034,-0.00001147556034
31410,82097,54272,0,49495,74416,0,54272,89372.7927335831,1.64675694158283,0.00000305841717
31430,82150,54272,0,49448,74447,0,54272,89372.5937466291,1.64675327510741,0.00000672489259
31450,82203,54272,0,49401,74479,0,54272,89373.2635747403,1.64676561716429,-0.00000561716429
31470,82256,54272,0,49354,74510,0,54272,89373.1358742659,1.64676326419269,-0.00000326419269
31490,82309,54272,0,49306,74542,0,54272,89373.3259983089,1.64676676736271,-0.00000676736271
31510,82362,54272,0,49258,74573,0,54272,89372.7189527095,1.64675558211803,0.00000441788197
31530,82415,54272,0,49211,74604,0,54272,89372.6990584933,1.64675521555302,0.00000478444698
31550,82468,54272,0,49164,74635,0,54272,89372.714633718,1.64675550253755,0.00000449746245
31570,82521,54272,0,49117,74666,0,54272,89372.7656783654,1.6467564430713,0.0000035569287
31590,82574,54272,0,49069,74698,0,54272,89373.1389456586,1.64676332078528,-0.00000332078528
31610,82627,54272,0,49022,74729,0,54272,89373.2618012793,1.64676558448702,-0.00000558448702
31630,82680,54272,0,48974,74760,0,54272,89372.8721480965,1.64675840485142,0.00000159514858
31650,82733,54272,0,48926,74791,0,54272,89372.519025705,1.64675189832151,0.00000810167849
31670,82786,54272,0,48879,74822,0,54272,89372.7493422911,1.64675614206757,0.00000385793243
31690,82839,54272,0,48832,74853,0,54272,89373.01512761,1.64676103935013,-0.00000103935013
31710,82892,54272,0,48784,74884,0,54272,89372.7705288361,1.64675653244465,0.00000346755535
31730,82945,54272,0,48736,74915,0,54272,89372.5624618652,1.64675269866349,0.00000730133651
31750,82998,54272,0,48689,74946,0,54272,89372.9357076291,1.64675957598078,0.00000042401922
31770,83051,54272,0,48641,74977,0,54272,89372.8001687314,1.64675707858069,0.00000292141931
31790,83104,54272,0,48594,75008,0,54272,89373.2448778716,1.64676527266125,-0.00000527266125
31810,83157,54272,0,48546,75039,0,54272,89373.1818668218,1.64676411163808,-0.00000411163808
31830,83210,54272,0,48498,75070,0,54272,89373.1553879575,1.64676362374627,-0.00000362374627
31850,83263,54272,0,48451,75100,0,54272,89372.8672528749,1.6467583146535,0.0000016853465
31870,83316,54272,0,48403,75131,0,54272,89372.9129546531,1.6467591567411,0.0000008432589
31890,83369,54272,0,48355,75162,0,54272,89372.9951887034,1.64676067196166,-0.00000067196166
31910,83422,54272,0,48307,75193,0,54272,89373.1139549249,1.64676286031333,-0.00000286031333
31930,83475,54272,0,48260,75223,0,54272,89372.9675517155,1.64676016273061,-0.00000016273061
31950,83528,54272,0,48212,75253,0,54272,89372.3164799928,1.64674816627345,0.00001183372655
31970,83581,54272,0,48164,75284,0,54272,89372.5436137967,1.6467523513745,0.0000076486255
31990,83634,54272,0,48116,75315,0,54272,89372.8072793957,1.64675720959971,0.00000279040029
32010,83687,54272,0,48068,75345,0,54272,89372.2644280652,1.64674720717986,0.00001279282014
32030,83740,54272,0,48020,75376,0,54272,89372.6008125533,1.64675340530206,0.00000659469794
32050,83793,54272,0,47972,75407,0,54272,89372.9737280796,1.64676027653449,-0.00000027653449
32070,83846,54272,0,47924,75437,0,54272,89372.5390989872,1.64675226818594,0.00000773181406
32090,83899,54272,0,47877,75467,0,54272,89372.6760145404,1.64675479095188,0.00000520904812
32110,83952,54272,0,47829,75498,0,54272,89373.1572956892,1.64676365889758,-0.00000365889758
32130,84005,54272,0,47781,75529,0,54272,89373.6751062638,1.64677319992379,-0.00001319992379
32150,84058,54272,0,47733,75559,0,54272,89373.3840133627,1.64676783633112,-0.00000783633112
32170,84111,54272,0,47685,75589,0,54272,89373.1287692224,1.64676313327724,-0.00000313327724
32190,84164,54272,0,47637,75619,0,54272,89372.9093741498,1.6467590907678,0.0000009092322
32210,84217,54272,0,47589,75650,0,54272,89373.572273911,1.64677130516493,-0.00001130516493
32230,84270,54272,0,47540,75680,0,54272,89372.8929821565,1.64675878873372,0.00000121126628
32250,84323,54272,0,47493,75710,0,54272,89373.3134050652,1.64676653532328,-0.00000653532328
32270,84376,54272,0,47445,75740,0,54272,89373.2377448641,1.64676514123054,-0.00000514123054
32290,84429,54272,0,47396,75771,0,54272,89373.5154114461,1.64677025743378,-0.00001025743378
32310,84482,54272,0,47348,75800,0,54272,89372.6641876586,1.64675457303321,0.00000542696679
32330,84535,54272,0,47300,75830,0,54272,89372.696613675,1.64675517050551,0.00000482949449
32350,84588,54272,0,47252,75860,0,54272,89372.7648895344,1.64675642853653,0.00000357146347
32370,84641,54272,0,47204,75890,0,54272,89372.8690151547,1.64675834712475,0.00000165287525
32390,84694,54272,0,47155,75920,0,54272,89372.4813631131,1.64675120436161,0.00000879563839
32410,84747,54272,0,47107,75950,0,54272,89372.6577259511,1.64675445397168,0.00000554602832
32430,84800,54272,0,47059,75980,0,54272,89372.8699382536,1.64675836413351,0.00000163586649
32450,84853,54272,0,47011,76010,0,54272,89373.1179997655,1.64676293484238,-0.00000293484238
32470,84906,54272,0,46963,76040,0,54272,89373.401910188,1.64676816609279,-0.00000816609279
32490,84959,54272,0,46914,76070,0,54272,89373.1967426476,1.64676438573569,-0.00000438573569
32510,85012,54272,0,46866,76099,0,54272,89372.7014082041,1.6467552588481,0.0000047411519
32530,85065,54272,0,46817,76129,0,54272,89372.5692256858,1.64675282329168,0.00000717670832
32550,85118,54272,0,46769,76159,0,54272,89372.9972754635,1.64676071041169,-0.00000071041169
32570,85171,54272,0,46721,76189,0,54272,89373.4611727665,1.64676925804773,-0.00000925804773
32590,85224,54272,0,46672,76218,0,54272,89372.5858862772,1.64675313027486,0.00000686972514
32610,85277,54272,0,46624,76248,0,54272,89373.1216865563,1.64676300277411,-0.00000300277411
32630,85330,54272,0,46576,76277,0,54272,89372.8398620073,1.64675780995739,0.00000219004261
32650,85383,54272,0,46527,76307,0,54272,89372.9264262953,1.64675940496564,0.00000059503436
32670,85436,54272,0,46479,76336,0,54272,89372.7158421405,1.64675552480359,0.00000447519641
32690,85489,54272,0,46430,76366,0,54272,89372.8753929289,1.64675846463976,0.00000153536024
32710,85542,54272,0,46381,76396,0,54272,89373.0718785026,1.64676208502548,-0.00000208502548
32730,85595,54272,0,46333,76425,0,54272,89372.9685867041,1.646760181801,-0.000000181801
32750,85648,54272,0,46285,76454,0,54272,89372.900484431,1.64675892696844,0.00000107303156
32770,85701,54272,0,46236,76484,0,54272,89373.2060071697,1.64676455644107,-0.00000455644107
32790,85754,54272,0,46187,76513,0,54272,89372.692350628,1.64675509195585,0.00000490804415
32810,85807,54272,0,46139,76543,0,54272,89373.5876531764,1.64677158853878,-0.00001158853878
32830,85860,54272,0,46090,76572,0,54272,89373.1463248329,1.64676345675179,-0.00000345675179
32850,85913,54272,0,46041,76601,0,54272,89372.7412693602,1.64675599331811,0.00000400668189
32870,85966,54272,0,45993,76630,0,54272,89372.8871022974,1.64675868039316,0.00000131960684
32890,86019,54272,0,45944,76660,0,54272,89373.4117956789,1.64676834823996,-0.00000834823996
32910,86072,54272,0,45895,76689,0,54272,89373.1153423668,1.64676288587793,-0.00000288587793
32930,86125,54272,0,45846,76718,0,54272,89372.8551630751,1.64675809189039,0.00000190810961
32950,86178,54272,0,45798,76747,0,54272,89373.1436898132,1.64676340819968,-0.00000340819968
32970,86231,54272,0,45749,76776,0,54272,89372.9555122801,1.64675994089549,0.00000005910451
32990,86284,54272,0,45701,76805,0,54272,89373.3149547447,1.64676656387722,-0.00000656387722
33010,86337,54272,0,45652,76834,0,54272,89373.1987790523,1.64676442325789,-0.00000442325789
33030,86390,54272,0,45603,76863,0,54272,89373.1188781056,1.64676295102642,-0.00000295102642
33050,86443,54272,0,45554,76892,0,54272,89373.0752520019,1.64676214718459,-0.00000214718459
33070,86496,54272,0,45505,76921,0,54272,89373.0679007944,1.64676201173339,-0.00000201173339
33090,86549,54272,0,45456,76950,0,54272,89373.0968244919,1.64676254467298,-0.00000254467298
33110,86602,54272,0,45408,76978,0,54272,89372.8087731386,1.64675723712298,0.00000276287702
33130,86655,54272,0,45359,77007,0,54272,89372.9093741498,1.6467590907678,0.0000009092322
33150,86708,54272,0,45309,77036,0,54272,89372.5392780131,1.64675227148462,0.00000772851538
33170,86761,54272,0,45261,77065,0,54272,89373.2194004446,1.64676480322164,-0.00000480322164
33190,86814,54272,0,45212,77094,0,54272,89373.4288253506,1.64676866202371,-0.00000866202371
33210,86867,54272,0,45162,77123,0,54272,89373.169200829,1.6467638782582,-0.0000038782582
33230,86920,54272,0,45114,77151,0,54272,89373.0932495905,1.64676247880289,-0.00000247880289
33250,86973,54272,0,45065,77180,0,54272,89373.4111746889,1.64676833679778,-0.00000833679778
33270,87026,54272,0,45016,77208,0,54272,89372.9014858531,1.64675894542035,0.00000105457965
33290,87079,54272,0,44966,77237,0,54272,89372.7885041079,1.64675686365175,0.00000313634825
33310,87132,54272,0,44917,77266,0,54272,89373.215478688,1.6467647309605,-0.0000047309605
33330,87185,54272,0,44868,77294,0,54272,89372.8138753614,1.64675733113505,0.00000266886495
33350,87238,54272,0,44820,77322,0,54272,89372.9493974547,1.64675982822551,0.00000017177449
33370,87291,54272,0,44770,77351,0,54272,89372.9830597592,1.64676044847728,-0.00000044847728
33390,87344,54272,0,44721,77380,0,54272,89373.5544834153,1.64677097736246,-0.00001097736246
33410,87397,54272,0,44672,77408,0,54272,89373.2960564843,1.6467662156634,-0.0000062156634
33430,87450,54272,0,44623,77436,0,54272,89373.0732659451,1.64676211059009,-0.00000211059009
33450,87503,54272,0,44573,77464,0,54272,89372.387374401,1.64674947255308,0.00001052744692
33470,87556,54272,0,44524,77493,0,54272,89373.1034763815,1.64676266723875,-0.00000266723875
33490,87609,54272,0,44475,77521,0,54272,89372.9884584822,1.64676054795258,-0.00000054795258
33510,87662,54272,0,44425,77549,0,54272,89372.4119960964,1.64674992622524,0.00001007377476
33530,87715,54272,0,44376,77578,0,54272,89373.236821769,1.64676512422186,-0.00000512422186
33550,87768,54272,0,44327,77605,0,54272,89372.3612421648,1.64674899104814,0.00001100895186
33570,87821,54272,0,44278,77634,0,54272,89373.2579690368,1.64676551387524,-0.00000551387524
33590,87874,54272,0,44229,77662,0,54272,89373.3219982339,1.6467666936585,-0.0000066936585
33610,87927,54272,0,44179,77690,0,54272,89372.9273382046,1.64675942176822,0.00000057823178
33630,87980,54272,0,44130,77718,0,54272,89373.0631902029,1.64676192493741,-0.00000192493741
33650,88033,54272,0,44081,77746,0,54272,89373.2346790693,1.64676508474111,-0.00000508474111
33670,88086,54272,0,44031,77774,0,54272,89372.9491345116,1.64675982338059,0.00000017661941
33690,88139,54272,0,43981,77802,0,54272,89372.7003340505,1.64675523905606,0.00000476094394
33710,88192,54272,0,43933,77830,0,54272,89373.4713939209,1.64676944637973,-0.00000944637973
33730,88245,54272,0,43883,77858,0,54272,89373.2949655545,1.64676619556225,-0.00000619556225
33750,88298,54272,0,43834,77885,0,54272,89372.7742715868,1.64675660140748,0.00000339859252
33770,88351,54272,0,43784,77914,0,54272,89373.5422370625,1.64677075171474,-0.00001075171474
33790,88404,54272,0,43734,77941,0,54272,89372.6033916435,1.64675345282362,0.00000654717638
33810,88457,54272,0,43685,77969,0,54272,89373.0618587055,1.64676190040362,-0.00000190040362
33830,88510,54272,0,43636,77997,0,54272,89373.5559603622,1.64677100457625,-0.00001100457625
33850,88563,54272,0,43586,78024,0,54272,89372.724989227,1.64675569334513,0.00000430665487
33870,88616,54272,0,43537,78052,0,54272,89373.2906018347,1.64676611515763,-0.00000611515763
33890,88669,54272,0,43487,78080,0,54272,89373.4052668913,1.64676822794243,-0.00000822794243
33910,88722,54272,0,43438,78107,0,54272,89373.1687532673,1.64676387001156,-0.00000387001156
33930,88775,54272,0,43388,78135,0,54272,89373.3560352301,1.64676732081423,-0.00000732081423
33950,88828,54272,0,43338,78162,0,54272,89372.7054978196,1.64675533420216,0.00000466579784
33970,88881,54272,0,43289,78190,0,54272,89373.4503138376,1.64676905796428,-0.00000905796428
33990,88934,54272,0,43239,78217,0,54272,89372.8717788569,1.64675839804792,0.00000160195208
34010,88987,54272,0,43189,78245,0,54272,89373.204854699,1.64676453520598,-0.00000453520598
34030,89040,54272,0,43139,78272,0,54272,89372.6988794677,1.64675521225434,0.00000478774566
34050,89093,54272,0,43090,78300,0,54272,89373.5872615618,1.646771581323,-0.000011581323
34070,89146,54272,0,43040,78327,0,54272,89373.1532900121,1.64676358509014,-0.00000358509014
34090,89199,54272,0,42990,78354,0,54272,89372.7554459411,1.64675625453164,0.00000374546836
34110,89252,54272,0,42940,78381,0,54272,89372.3937298314,1.64674958965639,0.00001041034361
34130,89305,54272,0,42891,78409,0,54272,89373.425367947,1.6467685983186,-0.0000085983186
34150,89358,54272,0,42840,78436,0,54272,89372.6563105293,1.64675442789153,0.00000557210847
34170,89411,54272,0,42791,78463,0,54272,89372.8820728077,1.64675858772125,0.00000141227875
34190,89464,54272,0,42741,78490,0,54272,89372.6646184391,1.64675458097065,0.00000541902935
34210,89517,54272,0,42692,78517,0,54272,89372.9609725447,1.64676004150473,-0.00000004150473
34230,89570,54272,0,42641,78545,0,54272,89373.216938857,1.64676475786514,-0.00000475786514
34250,89623,54272,0,42591,78572,0,54272,89373.1081757818,1.64676275382853,-0.00000275382853
34270,89676,54272,0,42542,78599,0,54272,89373.5115400531,1.64677018610062,-0.00001018610062
34290,89729,54272,0,42492,78626,0,54272,89373.4744764911,1.64676950317827,-0.00000950317827
34310,89782,54272,0,42441,78653,0,54272,89372.9986629071,1.64676073597632,-0.00000073597632
34330,89835,54272,0,42392,78680,0,54272,89373.5087372092,1.64677013445624,-0.00001013445624
34350,89888,54272,0,42342,78707,0,54272,89373.5800614477,1.6467714486558,-0.0000114486558
34370,89941,54272,0,42291,78734,0,54272,89373.2143150284,1.64676470951924,-0.00000470951924
34390,89994,54272,0,42241,78760,0,54272,89372.477200758,1.64675112766727,0.00000887233273
34410,90047,54272,0,42192,78787,0,54272,89373.1292559458,1.64676314224546,-0.00000314224546
34430,90100,54272,0,42142,78814,0,54272,89373.3447958618,1.64676711372092,-0.00000711372092
34450,90153,54272,0,42092,78840,0,54272,89372.7143148288,1.64675549666179,0.00000450333821
34470,90206,54272,0,42041,78867,0,54272,89372.5314064674,1.64675212644582,0.00000787355418
34490,90259,54272,0,41991,78894,0,54272,89372.8555938547,1.64675809982781,0.00000190017219
34510,90312,54272,0,41941,78921,0,54272,89373.2159094659,1.64676473889788,-0.00000473889788
34530,90365,54272,0,41891,78947,0,54272,89372.7290061124,1.64675576735909,0.00000423264091
34550,90418,54272,0,41841,78974,0,54272,89373.161278988,1.64676373229267,-0.00000373229267
34570,90471,54272,0,41791,79000,0,54272,89372.7457394031,1.64675607568181,0.00000392431819
34590,90524,54272,0,41741,79027,0,54272,89373.2499688805,1.6467653664667,-0.0000053664667
34610,90577,54272,0,41690,79053,0,54272,89372.4393143658,1.64675042958369,0.00000957041631
34630,90630,54272,0,41640,79080,0,54272,89373.0160618964,1.64676105656501,-0.00000105656501
34650,90683,54272,0,41590,79106,0,54272,89372.7438092845,1.64675604011801,0.00000395988199
34670,90736,54272,0,41540,79133,0,54272,89373.3925114181,1.64676799291381,-0.00000799291381
34690,90789,54272,0,41490,79159,0,54272,89373.1916236631,1.64676429141478,-0.00000429141478
34710,90842,54272,0,41439,79185,0,54272,89372.5626017292,1.64675270124059,0.00000729875941
34730,90895,54272,0,41389,79211,0,54272,89372.4333449638,1.64675031959323,0.00000968040677
34750,90948,54272,0,41338,79238,0,54272,89372.7636811126,1.6467564062705,0.0000035937295
34770,91001,54272,0,41288,79264,0,54272,89372.7063481911,1.64675534987086,0.00000465012914
34790,91054,54272,0,41238,79290,0,54272,89372.6845518249,1.64675494825739,0.00000505174261
34810,91107,54272,0,41187,79317,0,54272,89373.1249201906,1.64676306235611,-0.00000306235611
34830,91160,54272,0,41137,79343,0,54272,89373.1750471024,1.64676398597992,-0.00000398597992
34850,91213,54272,0,41086,79369,0,54272,89372.8009911293,1.64675709373396,0.00000290626604
34870,91266,54272,0,41036,79395,0,54272,89372.9227506855,1.64675933723993,0.00000066276007
34890,91319,54272,0,40986,79421,0,54272,89373.0800465106,1.6467622355268,-0.0000022355268
34910,91372,54272,0,40935,79447,0,54272,89372.8148488118,1.64675734907156,0.00000265092844
34930,91425,54272,0,40884,79473,0,54272,89372.5863170581,1.6467531382123,0.0000068617877
34950,91478,54272,0,40834,79499,0,54272,89372.8513420043,1.64675802148445,0.00000197851555
34970,91531,54272,0,40784,79525,0,54272,89373.1519025708,1.64676355952555,-0.00000355952555
34990,91584,54272,0,40733,79551,0,54272,89373.0322300861,1.64676135447535,-0.00000135447535
35010,91637,54272,0,40683,79577,0,54272,89373.404422121,1.64676821237693,-0.00000821237693
35030,91690,54272,0,40632,79603,0,54272,89373.3575121803,1.64676734802809,-0.00000734802809
35050,91743,54272,0,40582,79628,0,54272,89372.9103699773,1.64675910911662,0.00000089088338
35070,91796,54272,0,40531,79654,0,54272,89372.9359314105,1.64675958010411,0.00000041989589
35090,91849,54272,0,40480,79680,0,54272,89372.9981593994,1.64676072669884,-0.00000072669884
35110,91902,54272,0,40430,79706,0,54272,89373.5494203962,1.64677088407275,-0.00001088407275
35130,91955,54272,0,40379,79731,0,54272,89372.7922916141,1.64675693343923,0.00000306656077
35150,92008,54272,0,40328,79757,0,54272,89372.9636579206,1.64676009098468,-0.00000009098468
35170,92061,54272,0,40278,79782,0,54272,89372.729666269,1.64675577952294,0.00000422047706
35190,92114,54272,0,40227,79808,0,54272,89372.9735042983,1.64676027241116,-0.00000027241116
35210,92167,54272,0,40177,79833,0,54272,89372.8102836651,1.6467572649555,0.0000027350445
35230,92220,54272,0,40125,79859,0,54272,89372.6776257711,1.64675482063995,0.00000517936005
35250,92273,54272,0,40075,79885,0,54272,89373.4795674869,1.64676959698347,-0.00000959698347
35270,92326,54272,0,40024,79910,0,54272,89372.9750875509,1.64676030158371,-0.00000030158371
35290,92379,54272,0,39974,79935,0,54272,89372.9539681888,1.64675991244452,0.00000008755548
35310,92432,54272,0,39923,79961,0,54272,89373.4157901554,1.64676842184101,-0.00000842184101
35330,92485,54272,0,39872,79986,0,54272,89373.0193067237,1.64676111635325,-0.00000111635325
35350,92538,54272,0,39821,80012,0,54272,89373.5541701235,1.64677097158983,-0.00001097158983
35370,92591,54272,0,39771,80036,0,54272,89372.7796199715,1.64675669995525,0.00000330004475
35390,92644,54272,0,39719,80062,0,54272,89372.9422420455,1.64675969638203,0.00000030361797
35410,92697,54272,0,39669,80087,0,54272,89373.1342742326,1.64676323471095,-0.00000323471095
35430,92750,54272,0,39618,80112,0,54272,89372.9179785465,1.64675924930989,0.00000075069011
35450,92803,54272,0,39567,80137,0,54272,89372.7377783628,1.64675592899401,0.00000407100599
35470,92856,54272,0,39516,80163,0,54272,89373.4906166252,1.64676980057166,-0.00000980057166
35490,92909,54272,0,39465,80188,0,54272,89373.3828888669,1.64676781561149,-0.00000781561149
35510,92962,54272,0,39414,80213,0,54272,89373.3112567729,1.64676649573948,-0.00000649573948
35530,93015,54272,0,39363,80238,0,54272,89373.27572043,1.64676584095722,-0.00000584095722
35550,93068,54272,0,39312,80263,0,54272,89373.2762798813,1.6467658512655,-0.0000058512655
35570,93121,54272,0,39261,80288,0,54272,89373.3129351262,1.64676652666432,-0.00000652666432
35590,93174,54272,0,39210,80312,0,54272,89372.4870639729,1.64675130940398,0.00000869059602
35610,93227,54272,0,39159,80337,0,54272,89372.5956319945,1.6467533098466,0.0000066901534
35630,93280,54272,0,39108,80362,0,54272,89372.740295909,1.64675597538158,0.00000402461842
35650,93333,54272,0,39057,80387,0,54272,89372.9210555412,1.6467593060057,0.0000006939943
35670,93386,54272,0,39006,80412,0,54272,89373.137910672,1.64676330171492,-0.00000330171492
35690,93439,54272,0,38955,80436,0,54272,89372.4908514919,1.6467513791917,0.0000086208083
35710,93492,54272,0,38904,80461,0,54272,89372.7796199715,1.64675669995525,0.00000330004475
35730,93545,54272,0,38853,80486,0,54272,89373.1044833959,1.6467626857937,-0.0000026857937
35750,93598,54272,0,38802,80511,0,54272,89373.4654413714,1.6467693366998,-0.0000093366998
35770,93651,54272,0,38750,80535,0,54272,89372.527797976,1.64675205995681,0.00000794004319
35790,93704,54272,0,38699,80560,0,54272,89372.9612410823,1.64676004645273,-0.00000004645273
35810,93757,54272,0,38648,80584,0,54272,89372.5291126977,1.64675208418149,0.00000791581851
35830,93810,54272,0,38597,80609,0,54272,89373.0344678975,1.64676139570861,-0.00000139570861
35850,93863,54272,0,38545,80634,0,54272,89373.1446296929,1.64676342551763,-0.00000342551763
35870,93916,54272,0,38494,80658,0,54272,89372.8202531396,1.64675744865013,0.00000255134987
35890,93969,54272,0,38443,80682,0,54272,89372.5314232511,1.64675212675507,0.00000787324493
35910,94022,54272,0,38392,80707,0,54272,89373.1811731014,1.64676409885579,-0.00000409885579
35930,94075,54272,0,38341,80731,0,54272,89372.9637082714,1.64676009191243,-0.00000009191243
35950,94128,54272,0,38289,80756,0,54272,89373.2569452406,1.64676549501107,-0.00000549501107
35970,94181,54272,0,38238,80780,0,54272,89373.1114150112,1.64676281351362,-0.00000281351362
35990,94234,54272,0,38187,80804,0,54272,89373.0014321999,1.6467607870025,-0.0000007870025
36010,94287,54272,0,38135,80829,0,54272,89373.4046906573,1.64676821732491,-0.00000821732491
36030,94340,54272,0,38084,80853,0,54272,89373.3666424176,1.64676751625917,-0.00000751625917
36050,94393,54272,0,38033,80877,0,54272,89373.3641416725,1.64676747018117,-0.00000747018117
36070,94446,54272,0,37982,80901,0,54272,89373.3971884252,1.64676807909097,-0.00000807909097
36090,94499,54272,0,37930,80925,0,54272,89373.0413771401,1.64676152301629,-0.00000152301629
36110,94552,54272,0,37878,80949,0,54272,89372.7222646821,1.64675564314346,0.00000435685654
36130,94605,54272,0,37827,80973,0,54272,89372.8630961323,1.64675823806258,0.00000176193742
36150,94658,54272,0,37776,80997,0,54272,89373.0394750005,1.64676148796802,-0.00000148796802
36170,94711,54272,0,37724,81021,0,54272,89372.8292995136,1.64675761533597,0.00000238466403
36190,94764,54272,0,37673,81045,0,54272,89373.0773443547,1.64676218573767,-0.00000218573767
36210,94817,54272,0,37621,81069,0,54272,89372.9399874481,1.64675965483948,0.00000034516052
36230,94870,54272,0,37569,81093,0,54272,89372.8393305259,1.64675780016447,0.00000219983553
36250,94923,54272,0,37518,81117,0,54272,89373.1951593989,1.64676435656322,-0.00000435656322
36270,94976,54272,0,37467,81141,0,54272,89373.5865342776,1.64677156792227,-0.00001156792227
36290,95029,54272,0,37415,81164,0,54272,89372.6866609704,1.64675498711989,0.00000501288011
36310,95082,54272,0,37363,81188,0,54272,89372.731372606,1.64675581096341,0.00000418903659
36330,95135,54272,0,37312,81212,0,54272,89373.230264996,1.64676500340868,-0.00000500340868
36350,95188,54272,0,37260,81236,0,54272,89373.3477945187,1.6467671689733,-0.0000071689733
36370,95241,54272,0,37209,81259,0,54272,89373.0091358683,1.64676092894805,-0.00000092894805
36390,95294,54272,0,37158,81282,0,54272,89372.7054978196,1.64675533420216,0.00000466579784
36410,95347,54272,0,37105,81306,0,54272,89372.5162508027,1.64675184719197,0.00000815280803
36430,95400,54272,0,37054,81330,0,54272,89373.1940572787,1.64676433625587,-0.00000433625587
36450,95453,54272,0,37003,81353,0,54272,89372.9971411947,1.6467607079377,-0.0000007079377
36470,95506,54272,0,36950,81377,0,54272,89372.9188792668,1.6467592659063,0.0000007340937
36490,95559,54272,0,36899,81400,0,54272,89372.7934049283,1.64675695395284,0.00000304604716
36510,95612,54272,0,36847,81424,0,54272,89373.2017161744,1.64676447737644,-0.00000447737644
36530,95665,54272,0,36796,81447,0,54272,89373.1471136605,1.64676347128649,-0.00000347128649
36550,95718,54272,0,36743,81471,0,54272,89373.2168493448,1.64676475621582,-0.00000475621582
36570,95771,54272,0,36692,81494,0,54272,89373.23368884,1.64676506649543,-0.00000506649543
36590,95824,54272,0,36640,81517,0,54272,89372.8755775487,1.64675846804151,0.00000153195849
36610,95877,54272,0,36589,81540,0,54272,89372.9630313329,1.64676007943936,-0.00000007943936
36630,95930,54272,0,36537,81564,0,54272,89373.5893035521,1.64677161894812,-0.00001161894812
36650,95983,54272,0,36485,81587,0,54272,89373.3393915658,1.64676701414294,-0.00000701414294
36670,96036,54272,0,36433,81610,0,54272,89373.1256530731,1.64676307585998,-0.00000307585998
36690,96089,54272,0,36381,81633,0,54272,89372.9480883338,1.64675980410403,0.00000019589597
36710,96142,54272,0,36329,81656,0,54272,89372.8066975632,1.64675719887904,0.00000280112096
36730,96195,54272,0,36277,81679,0,54272,89372.7014809332,1.64675526018819,0.00000473981181
36750,96248,54272,0,36226,81702,0,54272,89373.0377686694,1.64676145652766,-0.00000145652766
36770,96301,54272,0,36174,81725,0,54272,89373.0043189777,1.64676084019343,-0.00000084019343
36790,96354,54272,0,36121,81748,0,54272,89372.6028769443,1.64675344333992,0.00000655666008
36810,96407,54272,0,36070,81771,0,54272,89373.045942275,1.64676160713213,-0.00000160713213
36830,96460,54272,0,36018,81794,0,54272,89373.1210152135,1.64676299040414,-0.00000299040414
36850,96513,54272,0,35966,81817,0,54272,89373.2322622383,1.64676504020928,-0.00000504020928
36870,96566,54272,0,35914,81840,0,54272,89373.3796832144,1.64676775654508,-0.00000775654508
36890,96619,54272,0,35862,81863,0,54272,89373.5632779627,1.64677113940822,-0.00001113940822
36910,96672,54272,0,35810,81885,0,54272,89372.8668276899,1.64675830681917,0.00000169318083
36930,96725,54272,0,35758,81908,0,54272,89373.1225145457,1.6467630180304,-0.0000030180304
36950,96778,54272,0,35706,81931,0,54272,89373.4143747457,1.64676839576109,-0.00000839576109
36970,96831,54272,0,35654,81953,0,54272,89372.8254280908,1.64675754400226,0.00000245599774
36990,96884,54272,0,35602,81976,0,54272,89373.189380261,1.64676425007851,-0.00000425007851
37010,96937,54272,0,35549,81999,0,54272,89373.191741148,1.64676429357953,-0.00000429357953
37030,96990,54272,0,35497,82021,0,54272,89372.7108797758,1.64675543336851,0.00000456663149
37050,97043,54272,0,35446,82044,0,54272,89373.580279633,1.64677145267602,-0.00001145267602
37070,97096,54272,0,35393,82066,0,54272,89372.7744058558,1.64675660388148,0.00000339611852
37090,97149,54272,0,35341,82089,0,54272,89373.3192960852,1.64676664386949,-0.00000664386949
37110,97202,54272,0,35289,82111,0,54272,89372.9816107754,1.64676042177873,-0.00000042177873
37130,97255,54272,0,35237,82134,0,54272,89373.5985904115,1.64677179006507,-0.00001179006507
37150,97308,54272,0,35185,82156,0,54272,89373.3324935352,1.64676688704185,-0.00000688704185
37170,97361,54272,0,35132,82178,0,54272,89372.7089664401,1.64675539811395,0.00000460188605
37190,97414,54272,0,35080,82201,0,54272,89373.4345373389,1.64676876727113,-0.00000876727113
37210,97467,54272,0,35028,82223,0,54272,89373.2762798813,1.6467658512655,-0.0000058512655
37230,97520,54272,0,34976,82245,0,54272,89373.1536928176,1.64676359251212,-0.00000359251212
37250,97573,54272,0,34923,82267,0,54272,89372.6760145404,1.64675479095188,0.00000520904812
37270,97626,54272,0,34871,82289,0,54272,89372.6253502715,1.64675385742688,0.00000614257312
37290,97679,54272,0,34819,82312,0,54272,89373.5313445765,1.64677055101298,-0.00001055101298
37310,97732,54272,0,34767,82333,0,54272,89372.6310343385,1.64675396215983,0.00000603784017
37330,97785,54272,0,34714,82356,0,54272,89373.2204410247,1.64676482239506,-0.00000482239506
37350,97838,54272,0,34662,82378,0,54272,89373.3132875804,1.64676653315854,-0.00000653315854
